"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2022年06月21日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","I5101",""
"地域 コード","地域","調査年 コード","調査年","/項目","I5101_病院数【施設】","注釈"
"01210","北海道 岩見沢市","2014100000","2014年度","","8",""
"01210","北海道 岩見沢市","2013100000","2013年度","","8",""
"01210","北海道 岩見沢市","2012100000","2012年度","","8",""
"01210","北海道 岩見沢市","2011100000","2011年度","","8",""
"01210","北海道 岩見沢市","2010100000","2010年度","","8",""
"01210","北海道 岩見沢市","2009100000","2009年度","","8",""
"01210","北海道 岩見沢市","2008100000","2008年度","","8",""
"01210","北海道 岩見沢市","2007100000","2007年度","","8",""
"01210","北海道 岩見沢市","2006100000","2006年度","","8",""
"01210","北海道 岩見沢市","2005100000","2005年度","","8",""
"01210","北海道 岩見沢市","2004100000","2004年度","","8",""
"01210","北海道 岩見沢市","2003100000","2003年度","","8",""
"01210","北海道 岩見沢市","2002100000","2002年度","","9",""
"01210","北海道 岩見沢市","2001100000","2001年度","","9",""
"01210","北海道 岩見沢市","2000100000","2000年度","","9",""
"01210","北海道 岩見沢市","1999100000","1999年度","","10",""
"01210","北海道 岩見沢市","1998100000","1998年度","","10",""
"01210","北海道 岩見沢市","1997100000","1997年度","","10",""
"01211","北海道 網走市","2019100000","2019年度","","5",""
"01211","北海道 網走市","2018100000","2018年度","","5",""
"01211","北海道 網走市","2017100000","2017年度","","5",""
"01211","北海道 網走市","2016100000","2016年度","","5",""
"01211","北海道 網走市","2015100000","2015年度","","5",""
"01211","北海道 網走市","2014100000","2014年度","","5",""
"01211","北海道 網走市","2013100000","2013年度","","5",""
"01211","北海道 網走市","2012100000","2012年度","","5",""
"01211","北海道 網走市","2011100000","2011年度","","5",""
"01211","北海道 網走市","2010100000","2010年度","","5",""
"01211","北海道 網走市","2009100000","2009年度","","5",""
"01211","北海道 網走市","2008100000","2008年度","","5",""
"01211","北海道 網走市","2007100000","2007年度","","5",""
"01211","北海道 網走市","2006100000","2006年度","","5",""
"01211","北海道 網走市","2005100000","2005年度","","5",""
"01211","北海道 網走市","2004100000","2004年度","","5",""
"01211","北海道 網走市","2003100000","2003年度","","5",""
"01211","北海道 網走市","2002100000","2002年度","","5",""
"01211","北海道 網走市","2001100000","2001年度","","5",""
"01211","北海道 網走市","2000100000","2000年度","","5",""
"01211","北海道 網走市","1999100000","1999年度","","5",""
"01211","北海道 網走市","1998100000","1998年度","","5",""
"01211","北海道 網走市","1997100000","1997年度","","5",""
"01212","北海道 留萌市","2019100000","2019年度","","3",""
"01212","北海道 留萌市","2018100000","2018年度","","3",""
"01212","北海道 留萌市","2017100000","2017年度","","3",""
"01212","北海道 留萌市","2016100000","2016年度","","3",""
"01212","北海道 留萌市","2015100000","2015年度","","3",""
"01212","北海道 留萌市","2014100000","2014年度","","3",""
"01212","北海道 留萌市","2013100000","2013年度","","3",""
"01212","北海道 留萌市","2012100000","2012年度","","3",""
"01212","北海道 留萌市","2011100000","2011年度","","3",""
"01212","北海道 留萌市","2010100000","2010年度","","3",""
"01212","北海道 留萌市","2009100000","2009年度","","3",""
"01212","北海道 留萌市","2008100000","2008年度","","3",""
"01212","北海道 留萌市","2007100000","2007年度","","3",""
"01212","北海道 留萌市","2006100000","2006年度","","3",""
"01212","北海道 留萌市","2005100000","2005年度","","3",""
"01212","北海道 留萌市","2004100000","2004年度","","3",""
"01212","北海道 留萌市","2003100000","2003年度","","3",""
"01212","北海道 留萌市","2002100000","2002年度","","3",""
"01212","北海道 留萌市","2001100000","2001年度","","3",""
"01212","北海道 留萌市","2000100000","2000年度","","3",""
"01212","北海道 留萌市","1999100000","1999年度","","3",""
"01212","北海道 留萌市","1998100000","1998年度","","4",""
"01212","北海道 留萌市","1997100000","1997年度","","4",""
"01213","北海道 苫小牧市","2019100000","2019年度","","13",""
"01213","北海道 苫小牧市","2018100000","2018年度","","13",""
"01213","北海道 苫小牧市","2017100000","2017年度","","13",""
"01213","北海道 苫小牧市","2016100000","2016年度","","13",""
"01213","北海道 苫小牧市","2015100000","2015年度","","13",""
"01213","北海道 苫小牧市","2014100000","2014年度","","13",""
"01213","北海道 苫小牧市","2013100000","2013年度","","14",""
"01213","北海道 苫小牧市","2012100000","2012年度","","14",""
"01213","北海道 苫小牧市","2011100000","2011年度","","14",""
"01213","北海道 苫小牧市","2010100000","2010年度","","15",""
"01213","北海道 苫小牧市","2009100000","2009年度","","15",""
"01213","北海道 苫小牧市","2008100000","2008年度","","15",""
"01213","北海道 苫小牧市","2007100000","2007年度","","15",""
"01213","北海道 苫小牧市","2006100000","2006年度","","15",""
"01213","北海道 苫小牧市","2005100000","2005年度","","15",""
"01213","北海道 苫小牧市","2004100000","2004年度","","15",""
"01213","北海道 苫小牧市","2003100000","2003年度","","15",""
"01213","北海道 苫小牧市","2002100000","2002年度","","14",""
"01213","北海道 苫小牧市","2001100000","2001年度","","14",""
"01213","北海道 苫小牧市","2000100000","2000年度","","14",""
"01213","北海道 苫小牧市","1999100000","1999年度","","14",""
"01213","北海道 苫小牧市","1998100000","1998年度","","14",""
"01213","北海道 苫小牧市","1997100000","1997年度","","14",""
"01214","北海道 稚内市","2019100000","2019年度","","3",""
"01214","北海道 稚内市","2018100000","2018年度","","3",""
"01214","北海道 稚内市","2017100000","2017年度","","3",""
"01214","北海道 稚内市","2016100000","2016年度","","3",""
"01214","北海道 稚内市","2015100000","2015年度","","3",""
"01214","北海道 稚内市","2014100000","2014年度","","3",""
"01214","北海道 稚内市","2013100000","2013年度","","3",""
"01214","北海道 稚内市","2012100000","2012年度","","3",""
"01214","北海道 稚内市","2011100000","2011年度","","3",""
"01214","北海道 稚内市","2010100000","2010年度","","3",""
"01214","北海道 稚内市","2009100000","2009年度","","3",""
"01214","北海道 稚内市","2008100000","2008年度","","3",""
"01214","北海道 稚内市","2007100000","2007年度","","3",""
"01214","北海道 稚内市","2006100000","2006年度","","3",""
"01214","北海道 稚内市","2005100000","2005年度","","3",""
"01214","北海道 稚内市","2004100000","2004年度","","3",""
"01214","北海道 稚内市","2003100000","2003年度","","3",""
"01214","北海道 稚内市","2002100000","2002年度","","3",""
"01214","北海道 稚内市","2001100000","2001年度","","3",""
"01214","北海道 稚内市","2000100000","2000年度","","3",""
"01214","北海道 稚内市","1999100000","1999年度","","3",""
"01214","北海道 稚内市","1998100000","1998年度","","2",""
"01214","北海道 稚内市","1997100000","1997年度","","2",""
"01215","北海道 美唄市","2019100000","2019年度","","4",""
"01215","北海道 美唄市","2018100000","2018年度","","4",""
"01215","北海道 美唄市","2017100000","2017年度","","4",""
"01215","北海道 美唄市","2016100000","2016年度","","4",""
"01215","北海道 美唄市","2015100000","2015年度","","4",""
"01215","北海道 美唄市","2014100000","2014年度","","4",""
"01215","北海道 美唄市","2013100000","2013年度","","4",""
"01215","北海道 美唄市","2012100000","2012年度","","4",""
"01215","北海道 美唄市","2011100000","2011年度","","5",""
"01215","北海道 美唄市","2010100000","2010年度","","5",""
"01215","北海道 美唄市","2009100000","2009年度","","5",""
"01215","北海道 美唄市","2008100000","2008年度","","5",""
"01215","北海道 美唄市","2007100000","2007年度","","5",""
"01215","北海道 美唄市","2006100000","2006年度","","5",""
"01215","北海道 美唄市","2005100000","2005年度","","5",""
"01215","北海道 美唄市","2004100000","2004年度","","5",""
"01215","北海道 美唄市","2003100000","2003年度","","5",""
"01215","北海道 美唄市","2002100000","2002年度","","5",""
"01215","北海道 美唄市","2001100000","2001年度","","5",""
"01215","北海道 美唄市","2000100000","2000年度","","5",""
"01215","北海道 美唄市","1999100000","1999年度","","5",""
"01215","北海道 美唄市","1998100000","1998年度","","5",""
"01215","北海道 美唄市","1997100000","1997年度","","5",""
"01216","北海道 芦別市","2019100000","2019年度","","3",""
"01216","北海道 芦別市","2018100000","2018年度","","3",""
"01216","北海道 芦別市","2017100000","2017年度","","3",""
"01216","北海道 芦別市","2016100000","2016年度","","3",""
"01216","北海道 芦別市","2015100000","2015年度","","3",""
"01216","北海道 芦別市","2014100000","2014年度","","3",""
"01216","北海道 芦別市","2013100000","2013年度","","3",""
"01216","北海道 芦別市","2012100000","2012年度","","3",""
"01216","北海道 芦別市","2011100000","2011年度","","3",""
"01216","北海道 芦別市","2010100000","2010年度","","3",""
"01216","北海道 芦別市","2009100000","2009年度","","3",""
"01216","北海道 芦別市","2008100000","2008年度","","3",""
"01216","北海道 芦別市","2007100000","2007年度","","3",""
"01216","北海道 芦別市","2006100000","2006年度","","3",""
"01216","北海道 芦別市","2005100000","2005年度","","3",""
"01216","北海道 芦別市","2004100000","2004年度","","3",""
"01216","北海道 芦別市","2003100000","2003年度","","3",""
"01216","北海道 芦別市","2002100000","2002年度","","3",""
"01216","北海道 芦別市","2001100000","2001年度","","3",""
"01216","北海道 芦別市","2000100000","2000年度","","3",""
"01216","北海道 芦別市","1999100000","1999年度","","3",""
"01216","北海道 芦別市","1998100000","1998年度","","3",""
"01216","北海道 芦別市","1997100000","1997年度","","3",""
"01217","北海道 江別市","2019100000","2019年度","","6",""
"01217","北海道 江別市","2018100000","2018年度","","6",""
"01217","北海道 江別市","2017100000","2017年度","","6",""
"01217","北海道 江別市","2016100000","2016年度","","6",""
"01217","北海道 江別市","2015100000","2015年度","","6",""
"01217","北海道 江別市","2014100000","2014年度","","6",""
"01217","北海道 江別市","2013100000","2013年度","","6",""
"01217","北海道 江別市","2012100000","2012年度","","6",""
"01217","北海道 江別市","2011100000","2011年度","","5",""
"01217","北海道 江別市","2010100000","2010年度","","5",""
"01217","北海道 江別市","2009100000","2009年度","","5",""
"01217","北海道 江別市","2008100000","2008年度","","5",""
"01217","北海道 江別市","2007100000","2007年度","","5",""
"01217","北海道 江別市","2006100000","2006年度","","5",""
"01217","北海道 江別市","2005100000","2005年度","","5",""
"01217","北海道 江別市","2004100000","2004年度","","5",""
"01217","北海道 江別市","2003100000","2003年度","","5",""
"01217","北海道 江別市","2002100000","2002年度","","5",""
"01217","北海道 江別市","2001100000","2001年度","","5",""
"01217","北海道 江別市","2000100000","2000年度","","5",""
"01217","北海道 江別市","1999100000","1999年度","","5",""
"01217","北海道 江別市","1998100000","1998年度","","5",""
"01217","北海道 江別市","1997100000","1997年度","","5",""
"01218","北海道 赤平市","2019100000","2019年度","","2",""
"01218","北海道 赤平市","2018100000","2018年度","","2",""
"01218","北海道 赤平市","2017100000","2017年度","","2",""
"01218","北海道 赤平市","2016100000","2016年度","","2",""
"01218","北海道 赤平市","2015100000","2015年度","","2",""
"01218","北海道 赤平市","2014100000","2014年度","","2",""
"01218","北海道 赤平市","2013100000","2013年度","","2",""
"01218","北海道 赤平市","2012100000","2012年度","","2",""
"01218","北海道 赤平市","2011100000","2011年度","","2",""
"01218","北海道 赤平市","2010100000","2010年度","","2",""
"01218","北海道 赤平市","2009100000","2009年度","","2",""
"01218","北海道 赤平市","2008100000","2008年度","","2",""
"01218","北海道 赤平市","2007100000","2007年度","","2",""
"01218","北海道 赤平市","2006100000","2006年度","","2",""
"01218","北海道 赤平市","2005100000","2005年度","","2",""
"01218","北海道 赤平市","2004100000","2004年度","","2",""
"01218","北海道 赤平市","2003100000","2003年度","","2",""
"01218","北海道 赤平市","2002100000","2002年度","","2",""
"01218","北海道 赤平市","2001100000","2001年度","","2",""
"01218","北海道 赤平市","2000100000","2000年度","","2",""
"01218","北海道 赤平市","1999100000","1999年度","","2",""
