"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2022年06月21日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","#A03504","","#A03506",""
"地域 コード","地域","調査年 コード","調査年","/項目","#A03504_15歳未満人口割合【％】","注釈","#A03506_65歳以上人口割合【％】","注釈"
"34545","広島県 神石高原町","2005100000","2005年度","","10.423","","42.778",""
"34545","広島県 神石高原町","2000100000","2000年度","","11.988","","40.537",""
"34545","広島県 神石高原町","1995100000","1995年度","","13.905","","34.559",""
"34545","広島県 神石高原町","1990100000","1990年度","","14.862","","28.539",""
"34545","広島県 神石高原町","1985100000","1985年度","","16.166","","23.298",""
"34545","広島県 神石高原町","1980100000","1980年度","","16.387","","20.036",""
"35201","山口県 下関市","2015100000","2015年度","","11.588","","32.800",""
"35201","山口県 下関市","2010100000","2010年度","","12.011","","28.546",""
"35201","山口県 下関市","2005100000","2005年度","","12.585","","25.453",""
"35201","山口県 下関市","2000100000","2000年度","","13.431","","22.297",""
"35201","山口県 下関市","1995100000","1995年度","","15.113","","18.470",""
"35201","山口県 下関市","1990100000","1990年度","","17.562","","15.073",""
"35201","山口県 下関市","1985100000","1985年度","","20.870","","12.279",""
"35201","山口県 下関市","1980100000","1980年度","","22.550","","10.568",""
"35202","山口県 宇部市","2015100000","2015年度","","12.107","","30.280",""
"35202","山口県 宇部市","2010100000","2010年度","","12.617","","25.884",""
"35202","山口県 宇部市","2005100000","2005年度","","13.335","","23.073",""
"35202","山口県 宇部市","2000100000","2000年度","","14.118","","20.296",""
"35202","山口県 宇部市","1995100000","1995年度","","15.695","","17.440",""
"35202","山口県 宇部市","1990100000","1990年度","","18.197","","14.630",""
"35202","山口県 宇部市","1985100000","1985年度","","21.265","","11.948",""
"35202","山口県 宇部市","1980100000","1980年度","","22.738","","10.097",""
"35203","山口県 山口市","2015100000","2015年度","","13.230","","27.011",""
"35203","山口県 山口市","2010100000","2010年度","","13.754","","23.755",""
"35203","山口県 山口市","2005100000","2005年度","","14.160","","21.725",""
"35203","山口県 山口市","2000100000","2000年度","","14.945","","19.893",""
"35203","山口県 山口市","1995100000","1995年度","","16.241","","17.565",""
"35203","山口県 山口市","1990100000","1990年度","","17.928","","14.982",""
"35203","山口県 山口市","1985100000","1985年度","","20.394","","13.084",""
"35203","山口県 山口市","1980100000","1980年度","","20.888","","12.016",""
"35204","山口県 萩市","2015100000","2015年度","","9.756","","39.530",""
"35204","山口県 萩市","2010100000","2010年度","","10.674","","35.040",""
"35204","山口県 萩市","2005100000","2005年度","","11.614","","31.569",""
"35204","山口県 萩市","2000100000","2000年度","","12.871","","27.959",""
"35204","山口県 萩市","1995100000","1995年度","","14.700","","23.803",""
"35204","山口県 萩市","1990100000","1990年度","","17.273","","19.435",""
"35204","山口県 萩市","1985100000","1985年度","","19.808","","16.396",""
"35204","山口県 萩市","1980100000","1980年度","","20.930","","14.669",""
"35206","山口県 防府市","2015100000","2015年度","","13.223","","28.964",""
"35206","山口県 防府市","2010100000","2010年度","","13.524","","25.303",""
"35206","山口県 防府市","2005100000","2005年度","","13.820","","22.588",""
"35206","山口県 防府市","2000100000","2000年度","","14.904","","20.055",""
"35206","山口県 防府市","1995100000","1995年度","","16.336","","17.017",""
"35206","山口県 防府市","1990100000","1990年度","","18.459","","14.578",""
"35206","山口県 防府市","1985100000","1985年度","","21.614","","12.426",""
"35206","山口県 防府市","1980100000","1980年度","","23.032","","11.355",""
"35207","山口県 下松市","2015100000","2015年度","","14.074","","28.444",""
"35207","山口県 下松市","2010100000","2010年度","","14.286","","25.067",""
"35207","山口県 下松市","2005100000","2005年度","","13.859","","22.178",""
"35207","山口県 下松市","2000100000","2000年度","","14.250","","19.544",""
"35207","山口県 下松市","1995100000","1995年度","","15.807","","16.671",""
"35207","山口県 下松市","1990100000","1990年度","","18.156","","13.479",""
"35207","山口県 下松市","1985100000","1985年度","","22.549","","11.050",""
"35207","山口県 下松市","1980100000","1980年度","","25.041","","9.249",""
"35208","山口県 岩国市","2015100000","2015年度","","11.836","","33.198",""
"35208","山口県 岩国市","2010100000","2010年度","","12.927","","29.134",""
"35208","山口県 岩国市","2005100000","2005年度","","13.556","","26.075",""
"35208","山口県 岩国市","2000100000","2000年度","","14.379","","22.871",""
"35208","山口県 岩国市","1995100000","1995年度","","15.633","","19.159",""
"35208","山口県 岩国市","1990100000","1990年度","","17.474","","15.676",""
"35208","山口県 岩国市","1985100000","1985年度","","20.474","","12.889",""
"35208","山口県 岩国市","1980100000","1980年度","","22.334","","11.081",""
"35210","山口県 光市","2015100000","2015年度","","12.400","","33.656",""
"35210","山口県 光市","2010100000","2010年度","","13.561","","28.451",""
"35210","山口県 光市","2005100000","2005年度","","14.298","","23.005",""
"35210","山口県 光市","2000100000","2000年度","","14.364","","19.868",""
"35210","山口県 光市","1995100000","1995年度","","15.299","","17.030",""
"35210","山口県 光市","1990100000","1990年度","","17.747","","14.370",""
"35210","山口県 光市","1985100000","1985年度","","22.611","","12.001",""
"35210","山口県 光市","1980100000","1980年度","","25.613","","10.455",""
"35211","山口県 長門市","2015100000","2015年度","","10.045","","39.702",""
"35211","山口県 長門市","2010100000","2010年度","","10.597","","34.548",""
"35211","山口県 長門市","2005100000","2005年度","","11.304","","31.590",""
"35211","山口県 長門市","2000100000","2000年度","","12.707","","28.208",""
"35211","山口県 長門市","1995100000","1995年度","","14.733","","24.227",""
"35211","山口県 長門市","1990100000","1990年度","","17.410","","19.943",""
"35211","山口県 長門市","1985100000","1985年度","","19.813","","16.602",""
"35211","山口県 長門市","1980100000","1980年度","","20.640","","14.519",""
"35212","山口県 柳井市","2015100000","2015年度","","11.200","","36.449",""
"35212","山口県 柳井市","2010100000","2010年度","","11.607","","32.384",""
"35212","山口県 柳井市","2005100000","2005年度","","12.047","","29.975",""
"35212","山口県 柳井市","2000100000","2000年度","","12.773","","27.092",""
"35212","山口県 柳井市","1995100000","1995年度","","14.098","","23.766",""
"35212","山口県 柳井市","1990100000","1990年度","","15.836","","19.665",""
"35212","山口県 柳井市","1985100000","1985年度","","18.393","","16.529",""
"35212","山口県 柳井市","1980100000","1980年度","","20.265","","14.534",""
"35213","山口県 美祢市","2015100000","2015年度","","9.565","","37.796",""
"35213","山口県 美祢市","2010100000","2010年度","","10.933","","32.948",""
"35213","山口県 美祢市","2005100000","2005年度","","12.269","","31.409",""
"35213","山口県 美祢市","2000100000","2000年度","","13.323","","28.657",""
"35213","山口県 美祢市","1995100000","1995年度","","14.329","","25.157",""
"35213","山口県 美祢市","1990100000","1990年度","","16.629","","21.290",""
"35213","山口県 美祢市","1985100000","1985年度","","19.034","","17.515",""
"35213","山口県 美祢市","1980100000","1980年度","","19.793","","15.295",""
"35215","山口県 周南市","2015100000","2015年度","","12.422","","30.457",""
"35215","山口県 周南市","2010100000","2010年度","","13.225","","26.171",""
"35215","山口県 周南市","2005100000","2005年度","","13.698","","22.893",""
"35215","山口県 周南市","2000100000","2000年度","","14.375","","19.620",""
"35215","山口県 周南市","1995100000","1995年度","","15.840","","16.496",""
"35215","山口県 周南市","1990100000","1990年度","","18.641","","13.507",""
"35215","山口県 周南市","1985100000","1985年度","","22.434","","11.056",""
"35215","山口県 周南市","1980100000","1980年度","","24.063","","9.620",""
"35216","山口県 山陽小野田市","2015100000","2015年度","","12.893","","31.174",""
"35216","山口県 山陽小野田市","2010100000","2010年度","","13.247","","27.239",""
"35216","山口県 山陽小野田市","2005100000","2005年度","","13.669","","24.224",""
"35216","山口県 山陽小野田市","2000100000","2000年度","","14.532","","21.470",""
"35216","山口県 山陽小野田市","1995100000","1995年度","","16.311","","18.094",""
"35216","山口県 山陽小野田市","1990100000","1990年度","","18.720","","15.368",""
"35216","山口県 山陽小野田市","1985100000","1985年度","","21.686","","12.992",""
"35216","山口県 山陽小野田市","1980100000","1980年度","","22.475","","11.619",""
"35305","山口県 周防大島町","2015100000","2015年度","","6.756","","51.829",""
"35305","山口県 周防大島町","2010100000","2010年度","","7.420","","47.689",""
"35305","山口県 周防大島町","2005100000","2005年度","","8.096","","44.418",""
"35305","山口県 周防大島町","2000100000","2000年度","","8.817","","42.472",""
"35305","山口県 周防大島町","1995100000","1995年度","","9.893","","39.040",""
"35305","山口県 周防大島町","1990100000","1990年度","","11.143","","33.213",""
"35305","山口県 周防大島町","1985100000","1985年度","","13.590","","27.678",""
"35305","山口県 周防大島町","1980100000","1980年度","","15.605","","24.256",""
"35321","山口県 和木町","2015100000","2015年度","","16.611","","24.980",""
"35321","山口県 和木町","2010100000","2010年度","","16.243","","22.076",""
"35321","山口県 和木町","2005100000","2005年度","","16.317","","20.571",""
"35321","山口県 和木町","2000100000","2000年度","","16.964","","17.573",""
"35321","山口県 和木町","1995100000","1995年度","","19.888","","13.766",""
"35321","山口県 和木町","1990100000","1990年度","","21.408","","11.064",""
"35321","山口県 和木町","1985100000","1985年度","","24.413","","8.447",""
"35321","山口県 和木町","1980100000","1980年度","","26.730","","6.892",""
"35341","山口県 上関町","2015100000","2015年度","","6.172","","53.657",""
"35341","山口県 上関町","2010100000","2010年度","","6.453","","48.860",""
"35341","山口県 上関町","2005100000","2005年度","","7.070","","47.545",""
"35341","山口県 上関町","2000100000","2000年度","","8.591","","43.464",""
"35341","山口県 上関町","1995100000","1995年度","","10.444","","36.987",""
"35341","山口県 上関町","1990100000","1990年度","","12.908","","29.496",""
"35341","山口県 上関町","1985100000","1985年度","","15.873","","23.737",""
"35341","山口県 上関町","1980100000","1980年度","","17.525","","19.843",""
"35343","山口県 田布施町","2015100000","2015年度","","12.241","","33.642",""
"35343","山口県 田布施町","2010100000","2010年度","","13.136","","28.675",""
"35343","山口県 田布施町","2005100000","2005年度","","13.090","","24.676",""
"35343","山口県 田布施町","2000100000","2000年度","","13.652","","22.711",""
"35343","山口県 田布施町","1995100000","1995年度","","15.084","","19.725",""
"35343","山口県 田布施町","1990100000","1990年度","","17.449","","16.864",""
"35343","山口県 田布施町","1985100000","1985年度","","21.685","","14.606",""
"35343","山口県 田布施町","1980100000","1980年度","","23.395","","13.254",""
"35344","山口県 平生町","2015100000","2015年度","","10.267","","39.522",""
"35344","山口県 平生町","2010100000","2010年度","","11.623","","34.712",""
"35344","山口県 平生町","2005100000","2005年度","","11.793","","30.613",""
"35344","山口県 平生町","2000100000","2000年度","","12.346","","28.875",""
"35344","山口県 平生町","1995100000","1995年度","","13.791","","25.585",""
"35344","山口県 平生町","1990100000","1990年度","","16.026","","22.404",""
