地域コード,地域,調査年コード,調査年,15歳未満人口割合,65歳以上人口割合,課税対象所得
2209,青森県 つがる市,1995,1995年度,16.093,20.387,33564625.0
2209,青森県 つがる市,1990,1990年度,18.991,15.998,19526445.0
2210,青森県 平川市,2015,2015年度,11.319,31.412,26104406.0
2210,青森県 平川市,2010,2010年度,12.087,27.814,23089239.0
2210,青森県 平川市,2005,2005年度,13.219,25.784,25964003.0
2210,青森県 平川市,2000,2000年度,14.284,22.458,30463388.0
2210,青森県 平川市,1995,1995年度,16.17,18.79,29717607.0
2210,青森県 平川市,1990,1990年度,18.705,15.071,21921623.0
2301,青森県 平内町,2015,2015年度,9.621,35.416,9437678.0
2301,青森県 平内町,2010,2010年度,10.169,30.078,10771124.0
2301,青森県 平内町,2005,2005年度,11.407,26.693,12812852.0
2301,青森県 平内町,2000,2000年度,13.237,23.066,14351289.0
2301,青森県 平内町,1995,1995年度,16.702,19.086,14120711.0
2301,青森県 平内町,1990,1990年度,20.344,14.898,9576546.0
2303,青森県 今別町,2015,2015年度,5.044,50.508,1849417.0
2303,青森県 今別町,2010,2010年度,6.466,44.141,2110949.0
2303,青森県 今別町,2005,2005年度,8.176,37.133,2487398.0
2303,青森県 今別町,2000,2000年度,11.275,32.25,3988828.0
2303,青森県 今別町,1995,1995年度,14.735,24.509,4335758.0
2303,青森県 今別町,1990,1990年度,20.209,20.008,3281046.0
2304,青森県 蓬田村,2015,2015年度,10.048,37.293,2153001.0
2304,青森県 蓬田村,2010,2010年度,10.15,32.62,2339851.0
2304,青森県 蓬田村,2005,2005年度,11.454,29.692,2578802.0
2304,青森県 蓬田村,2000,2000年度,13.793,27.184,3290217.0
2304,青森県 蓬田村,1995,1995年度,14.844,21.315,3626505.0
2304,青森県 蓬田村,1990,1990年度,18.09,16.486,2266772.0
2307,青森県 外ヶ浜町,2015,2015年度,7.051,45.692,4688582.0
2307,青森県 外ヶ浜町,2010,2010年度,8.619,39.766,5426799.0
2307,青森県 外ヶ浜町,2005,2005年度,9.41,34.376,6361583.0
2307,青森県 外ヶ浜町,2000,2000年度,11.058,30.109,9062356.0
2307,青森県 外ヶ浜町,1995,1995年度,14.277,24.315,10278729.0
2307,青森県 外ヶ浜町,1990,1990年度,17.415,19.319,7606282.0
2321,青森県 鰺ヶ沢町,2015,2015年度,8.404,39.71,6998361.0
2321,青森県 鰺ヶ沢町,2010,2010年度,10.088,34.483,7282631.0
2321,青森県 鰺ヶ沢町,2005,2005年度,11.562,31.441,8757779.0
2321,青森県 鰺ヶ沢町,2000,2000年度,13.837,27.356,11178973.0
2321,青森県 鰺ヶ沢町,1995,1995年度,16.744,22.377,11707453.0
2321,青森県 鰺ヶ沢町,1990,1990年度,20.028,18.021,8131666.0
2323,青森県 深浦町,2015,2015年度,7.913,44.798,5430587.0
2323,青森県 深浦町,2010,2010年度,9.297,38.892,5671759.0
2323,青森県 深浦町,2005,2005年度,11.063,34.07,6919288.0
2323,青森県 深浦町,2000,2000年度,12.094,28.714,9717571.0
2323,青森県 深浦町,1995,1995年度,14.849,23.601,9934886.0
2323,青森県 深浦町,1990,1990年度,17.225,19.685,7540948.0
2343,青森県 西目屋村,2015,2015年度,9.117,37.88,996852.0
2343,青森県 西目屋村,2010,2010年度,9.097,34.128,867595.0
2343,青森県 西目屋村,2005,2005年度,10.457,35.817,1125134.0
2343,青森県 西目屋村,2000,2000年度,11.713,33.089,1715170.0
2343,青森県 西目屋村,1995,1995年度,13.611,25.538,1796043.0
2343,青森県 西目屋村,1990,1990年度,14.157,18.247,1209774.0
2361,青森県 藤崎町,2015,2015年度,11.911,30.489,12493266.0
2361,青森県 藤崎町,2010,2010年度,12.34,27.476,11334265.0
2361,青森県 藤崎町,2005,2005年度,13.543,25.674,12309077.0
2361,青森県 藤崎町,2000,2000年度,14.883,22.856,13624769.0
2361,青森県 藤崎町,1995,1995年度,16.6,19.103,12957176.0
2361,青森県 藤崎町,1990,1990年度,18.385,15.485,9627898.0
2362,青森県 大鰐町,2015,2015年度,8.123,38.807,7227811.0
2362,青森県 大鰐町,2010,2010年度,9.674,33.522,7347585.0
2362,青森県 大鰐町,2005,2005年度,11.241,30.14,8819736.0
2362,青森県 大鰐町,2000,2000年度,12.794,25.868,10846622.0
2362,青森県 大鰐町,1995,1995年度,14.232,20.765,11539724.0
2362,青森県 大鰐町,1990,1990年度,16.026,16.812,8563723.0
2367,青森県 田舎館村,2015,2015年度,11.435,32.006,6375606.0
2367,青森県 田舎館村,2010,2010年度,11.529,28.419,6099803.0
2367,青森県 田舎館村,2005,2005年度,12.13,26.32,6989762.0
2367,青森県 田舎館村,2000,2000年度,14.114,23.09,7891409.0
2367,青森県 田舎館村,1995,1995年度,16.009,19.178,8152397.0
2367,青森県 田舎館村,1990,1990年度,18.613,15.56,5717584.0
2381,青森県 板柳町,2015,2015年度,10.707,34.022,12891299.0
2381,青森県 板柳町,2010,2010年度,11.545,29.408,9379524.0
2381,青森県 板柳町,2005,2005年度,13.044,25.952,11795789.0
2381,青森県 板柳町,2000,2000年度,14.246,22.815,12589207.0
2381,青森県 板柳町,1995,1995年度,16.103,19.221,11633954.0
2381,青森県 板柳町,1990,1990年度,18.051,16.278,7703024.0
2384,青森県 鶴田町,2015,2015年度,11.26,32.796,8917379.0
2384,青森県 鶴田町,2010,2010年度,12.467,29.832,8165858.0
2384,青森県 鶴田町,2005,2005年度,13.609,26.837,9517094.0
2384,青森県 鶴田町,2000,2000年度,14.625,23.704,10754964.0
2384,青森県 鶴田町,1995,1995年度,16.055,19.031,10625082.0
2384,青森県 鶴田町,1990,1990年度,18.306,15.442,6891287.0
2387,青森県 中泊町,2015,2015年度,8.581,38.286,7717796.0
2387,青森県 中泊町,2010,2010年度,10.021,33.03,7978807.0
2387,青森県 中泊町,2005,2005年度,11.858,28.708,9290809.0
2387,青森県 中泊町,2000,2000年度,13.958,23.817,12098976.0
2387,青森県 中泊町,1995,1995年度,16.49,19.252,12870832.0
2387,青森県 中泊町,1990,1990年度,19.517,15.357,8487715.0
2401,青森県 野辺地町,2015,2015年度,10.537,33.755,13171643.0
2401,青森県 野辺地町,2010,2010年度,11.262,29.104,13184792.0
2401,青森県 野辺地町,2005,2005年度,12.59,25.279,14425120.0
2401,青森県 野辺地町,2000,2000年度,13.915,20.828,17623409.0
2401,青森県 野辺地町,1995,1995年度,17.91,17.459,17674404.0
2401,青森県 野辺地町,1990,1990年度,20.83,13.648,13499987.0
2402,青森県 七戸町,2015,2015年度,10.211,36.183,13788160.0
2402,青森県 七戸町,2010,2010年度,11.63,30.742,13635626.0
2402,青森県 七戸町,2005,2005年度,12.544,26.49,15339423.0
2402,青森県 七戸町,2000,2000年度,13.824,23.583,18446850.0
2402,青森県 七戸町,1995,1995年度,16.23,19.64,19157363.0
2402,青森県 七戸町,1990,1990年度,19.513,15.614,13132332.0
2405,青森県 六戸町,2015,2015年度,12.578,30.999,10123633.0
2405,青森県 六戸町,2010,2010年度,12.528,28.523,8634620.0
2405,青森県 六戸町,2005,2005年度,13.183,26.357,9295195.0
2405,青森県 六戸町,2000,2000年度,14.903,22.183,10136009.0
2405,青森県 六戸町,1995,1995年度,17.257,17.875,10676933.0
2405,青森県 六戸町,1990,1990年度,19.585,13.603,6719887.0
2406,青森県 横浜町,2015,2015年度,9.835,36.362,4106489.0
2406,青森県 横浜町,2010,2010年度,11.535,30.875,3930532.0
2406,青森県 横浜町,2005,2005年度,13.047,28.37,4123683.0
2406,青森県 横浜町,2000,2000年度,13.617,23.348,5106840.0
2406,青森県 横浜町,1995,1995年度,16.087,18.136,5220877.0
2406,青森県 横浜町,1990,1990年度,19.768,14.757,3611906.0
2408,青森県 東北町,2015,2015年度,11.184,33.695,15488001.0
2408,青森県 東北町,2010,2010年度,12.384,29.666,14914474.0
2408,青森県 東北町,2005,2005年度,13.454,26.329,16398708.0
2408,青森県 東北町,2000,2000年度,15.05,22.442,18798110.0
2408,青森県 東北町,1995,1995年度,17.104,17.748,19363875.0
2408,青森県 東北町,1990,1990年度,19.881,14.012,12017572.0
2411,青森県 六ヶ所村,2015,2015年度,12.253,23.035,13370846.0
2411,青森県 六ヶ所村,2010,2010年度,13.096,20.144,13429300.0
2411,青森県 六ヶ所村,2005,2005年度,14.464,18.647,14101521.0
2411,青森県 六ヶ所村,2000,2000年度,14.727,16.702,13312837.0
2411,青森県 六ヶ所村,1995,1995年度,18.368,14.878,11667160.0
2411,青森県 六ヶ所村,1990,1990年度,22.609,12.581,7596629.0
2412,青森県 おいらせ町,2015,2015年度,14.194,24.705,24682767.0
2412,青森県 おいらせ町,2010,2010年度,15.741,20.879,23335701.0
2412,青森県 おいらせ町,2005,2005年度,17.069,18.501,24257943.0
2412,青森県 おいらせ町,2000,2000年度,18.058,16.266,24090749.0
2412,青森県 おいらせ町,1995,1995年度,19.134,14.536,21129022.0
2412,青森県 おいらせ町,1990,1990年度,20.581,13.033,13028720.0
2423,青森県 大間町,2015,2015年度,11.919,29.405,6064629.0
2423,青森県 大間町,2010,2010年度,13.202,23.864,5277031.0
2423,青森県 大間町,2005,2005年度,15.261,23.535,4974398.0
2423,青森県 大間町,2000,2000年度,17.256,20.058,5934730.0
2423,青森県 大間町,1995,1995年度,19.407,16.773,5563991.0
2423,青森県 大間町,1990,1990年度,21.895,13.586,4455084.0
2424,青森県 東通村,2015,2015年度,11.518,30.937,6100618.0
2424,青森県 東通村,2010,2010年度,11.335,27.51,5665753.0
2424,青森県 東通村,2005,2005年度,12.609,25.603,6299632.0
2424,青森県 東通村,2000,2000年度,14.658,22.445,6685120.0
2424,青森県 東通村,1995,1995年度,18.247,18.633,7211721.0
2424,青森県 東通村,1990,1990年度,20.503,14.146,5816195.0
2425,青森県 風間浦村,2015,2015年度,8.603,39.17,1501423.0
2425,青森県 風間浦村,2010,2010年度,9.501,31.06,1648219.0
2425,青森県 風間浦村,2005,2005年度,11.986,31.118,1916872.0
2425,青森県 風間浦村,2000,2000年度,14.894,25.636,2451820.0
2425,青森県 風間浦村,1995,1995年度,16.501,21.946,2795861.0
2425,青森県 風間浦村,1990,1990年度,19.575,17.936,1984686.0
2426,青森県 佐井村,2015,2015年度,8.892,40.596,1438099.0
2426,青森県 佐井村,2010,2010年度,10.487,36.87,1603472.0
2426,青森県 佐井村,2005,2005年度,11.783,30.707,1807149.0
2426,青森県 佐井村,2000,2000年度,12.193,28.239,2667088.0
2426,青森県 佐井村,1995,1995年度,15.569,24.708,2946132.0
2426,青森県 佐井村,1990,1990年度,19.564,20.042,2613199.0
2441,青森県 三戸町,2015,2015年度,9.837,37.336,8154592.0
2441,青森県 三戸町,2010,2010年度,11.001,33.33,8064276.0
2441,青森県 三戸町,2005,2005年度,12.609,29.892,10307735.0
2441,青森県 三戸町,2000,2000年度,14.036,25.841,12442734.0
2441,青森県 三戸町,1995,1995年度,15.524,21.674,13207053.0
2441,青森県 三戸町,1990,1990年度,18.144,16.994,9427980.0
2442,青森県 五戸町,2015,2015年度,9.689,35.513,15906005.0
2442,青森県 五戸町,2010,2010年度,10.656,30.435,15199324.0
2442,青森県 五戸町,2005,2005年度,12.38,27.609,17944303.0
2442,青森県 五戸町,2000,2000年度,14.65,23.98,20552833.0
2442,青森県 五戸町,1995,1995年度,16.334,19.925,21769308.0
2442,青森県 五戸町,1990,1990年度,18.899,16.022,15167466.0
2443,青森県 田子町,2015,2015年度,9.291,39.467,4420757.0
2443,青森県 田子町,2010,2010年度,10.931,35.045,4401775.0
2443,青森県 田子町,2005,2005年度,12.785,32.631,5648064.0
2443,青森県 田子町,2000,2000年度,14.668,27.031,6795922.0
2443,青森県 田子町,1995,1995年度,16.43,21.846,7588189.0
2443,青森県 田子町,1990,1990年度,18.579,17.715,5324137.0
2445,青森県 南部町,2015,2015年度,10.206,35.807,15425697.0
2445,青森県 南部町,2010,2010年度,11.892,30.907,14660069.0
2445,青森県 南部町,2005,2005年度,13.386,27.97,17304253.0
2445,青森県 南部町,2000,2000年度,15.206,24.469,21043539.0
2445,青森県 南部町,1995,1995年度,16.961,20.481,21514922.0
2445,青森県 南部町,1990,1990年度,18.732,16.345,15061459.0
2446,青森県 階上町,2015,2015年度,10.488,27.109,13874817.0
2446,青森県 階上町,2010,2010年度,12.484,21.695,12487096.0
2446,青森県 階上町,2005,2005年度,14.978,17.999,12800707.0
2446,青森県 階上町,2000,2000年度,16.282,15.028,13525323.0
2446,青森県 階上町,1995,1995年度,17.93,12.808,12177966.0
2446,青森県 階上町,1990,1990年度,20.287,10.796,8009794.0
2450,青森県 新郷村,2015,2015年度,8.21,44.878,1808358.0
2450,青森県 新郷村,2010,2010年度,9.646,40.687,1757319.0
2450,青森県 新郷村,2005,2005年度,10.722,36.557,2440445.0
2450,青森県 新郷村,2000,2000年度,12.205,32.217,3259162.0
2450,青森県 新郷村,1995,1995年度,15.037,26.186,3313070.0
2450,青森県 新郷村,1990,1990年度,17.803,20.274,2018473.0
3201,岩手県 盛岡市,2015,2015年度,12.374,24.772,403847652.0
3201,岩手県 盛岡市,2010,2010年度,12.995,21.358,377577112.0
3201,岩手県 盛岡市,2005,2005年度,13.941,18.679,401656638.0
3201,岩手県 盛岡市,2000,2000年度,15.241,16.004,445413758.0
3201,岩手県 盛岡市,1995,1995年度,17.322,13.082,431177955.0
3201,岩手県 盛岡市,1990,1990年度,19.382,10.534,324324276.0
3202,岩手県 宮古市,2015,2015年度,10.692,33.819,54749592.0
3202,岩手県 宮古市,2010,2010年度,12.166,30.899,51384632.0
3202,岩手県 宮古市,2005,2005年度,13.251,27.246,57031556.0
3202,岩手県 宮古市,2000,2000年度,14.609,23.097,68832425.0
3202,岩手県 宮古市,1995,1995年度,16.344,18.9,71063693.0
3202,岩手県 宮古市,1990,1990年度,18.797,14.834,56907256.0
3203,岩手県 大船渡市,2015,2015年度,10.547,33.911,39694628.0
3203,岩手県 大船渡市,2010,2010年度,11.866,30.812,36449362.0
3203,岩手県 大船渡市,2005,2005年度,13.69,27.038,40427743.0
3203,岩手県 大船渡市,2000,2000年度,14.942,23.018,48397862.0
3203,岩手県 大船渡市,1995,1995年度,16.447,18.679,49770778.0
3203,岩手県 大船渡市,1990,1990年度,18.23,14.621,38608191.0
3205,岩手県 花巻市,2015,2015年度,11.895,31.994,100228271.0
3205,岩手県 花巻市,2010,2010年度,12.637,28.46,95533789.0
3205,岩手県 花巻市,2005,2005年度,13.364,25.784,106858974.0
3205,岩手県 花巻市,2000,2000年度,14.345,22.687,122471126.0
3205,岩手県 花巻市,1995,1995年度,15.978,18.958,123238118.0
3205,岩手県 花巻市,1990,1990年度,18.137,15.3,89639259.0
3206,岩手県 北上市,2015,2015年度,13.667,25.18,109352268.0
3206,岩手県 北上市,2010,2010年度,14.542,22.301,99584604.0
3206,岩手県 北上市,2005,2005年度,15.25,20.434,108083750.0
3206,岩手県 北上市,2000,2000年度,16.018,18.402,116253163.0
3206,岩手県 北上市,1995,1995年度,17.424,16.065,112641520.0
3206,岩手県 北上市,1990,1990年度,19.752,13.405,
3207,岩手県 久慈市,2015,2015年度,12.64,29.535,36662944.0
3207,岩手県 久慈市,2010,2010年度,14.133,26.356,32090564.0
3207,岩手県 久慈市,2005,2005年度,15.751,23.735,35617967.0
3207,岩手県 久慈市,2000,2000年度,17.35,20.215,42848076.0
3207,岩手県 久慈市,1995,1995年度,19.576,16.81,45553639.0
3207,岩手県 久慈市,1990,1990年度,21.708,12.971,34076659.0
3208,岩手県 遠野市,2015,2015年度,10.691,37.314,24019881.0
3208,岩手県 遠野市,2010,2010年度,11.363,34.332,20919164.0
3208,岩手県 遠野市,2005,2005年度,12.385,32.243,24932099.0
3208,岩手県 遠野市,2000,2000年度,13.815,27.595,30237894.0
3208,岩手県 遠野市,1995,1995年度,16.137,22.907,31006941.0
3208,岩手県 遠野市,1990,1990年度,18.36,18.0,22387807.0
3209,岩手県 一関市,2015,2015年度,11.309,33.284,118542695.0
3209,岩手県 一関市,2010,2010年度,12.41,30.258,111047359.0
3209,岩手県 一関市,2005,2005年度,13.226,28.015,126902701.0
3209,岩手県 一関市,2000,2000年度,14.405,25.254,147360688.0
3209,岩手県 一関市,1995,1995年度,16.209,21.448,149662764.0
3209,岩手県 一関市,1990,1990年度,18.561,17.399,110176790.0
3210,岩手県 陸前高田市,2015,2015年度,9.874,36.593,17425395.0
3210,岩手県 陸前高田市,2010,2010年度,11.725,34.871,18674126.0
3210,岩手県 陸前高田市,2005,2005年度,13.177,30.467,20759045.0
3210,岩手県 陸前高田市,2000,2000年度,14.301,26.644,24607475.0
3210,岩手県 陸前高田市,1995,1995年度,16.633,22.446,25902232.0
3210,岩手県 陸前高田市,1990,1990年度,18.446,18.196,19991065.0
3211,岩手県 釜石市,2015,2015年度,9.915,35.444,36403245.0
3211,岩手県 釜石市,2010,2010年度,11.209,34.801,36573382.0
3211,岩手県 釜石市,2005,2005年度,12.164,31.198,41085829.0
3211,岩手県 釜石市,2000,2000年度,13.136,26.433,49457295.0
3211,岩手県 釜石市,1995,1995年度,14.759,21.372,52536911.0
3211,岩手県 釜石市,1990,1990年度,17.31,16.632,43422206.0
3213,岩手県 二戸市,2015,2015年度,11.34,33.215,26228711.0
3213,岩手県 二戸市,2010,2010年度,12.245,29.89,25315884.0
3213,岩手県 二戸市,2005,2005年度,13.705,26.937,28929096.0
3213,岩手県 二戸市,2000,2000年度,15.132,23.82,34737510.0
3213,岩手県 二戸市,1995,1995年度,16.765,20.278,34587368.0
3213,岩手県 二戸市,1990,1990年度,19.036,15.949,24549651.0
3214,岩手県 八幡平市,2015,2015年度,9.687,36.153,22794651.0
3214,岩手県 八幡平市,2010,2010年度,10.826,31.876,22460201.0
3214,岩手県 八幡平市,2005,2005年度,12.414,29.164,25996959.0
3214,岩手県 八幡平市,2000,2000年度,14.259,25.061,32082045.0
3214,岩手県 八幡平市,1995,1995年度,16.137,20.36,33886100.0
3214,岩手県 八幡平市,1990,1990年度,18.443,15.946,22585696.0
3215,岩手県 奥州市,2015,2015年度,12.058,32.26,122737015.0
3215,岩手県 奥州市,2010,2010年度,12.799,28.919,118215286.0
3215,岩手県 奥州市,2005,2005年度,13.826,26.845,128701704.0
3215,岩手県 奥州市,2000,2000年度,14.858,23.676,145421848.0
3215,岩手県 奥州市,1995,1995年度,16.437,19.851,143416465.0
3215,岩手県 奥州市,1990,1990年度,18.391,16.382,101690781.0
3216,岩手県 滝沢市,2015,2015年度,14.37,21.38,62733497.0
3216,岩手県 滝沢市,2010,2010年度,14.843,16.83,57095470.0
3216,岩手県 滝沢市,2005,2005年度,15.948,13.702,61452515.0
3216,岩手県 滝沢市,2000,2000年度,17.223,11.036,66090855.0
3216,岩手県 滝沢市,1995,1995年度,19.598,9.561,55290441.0
3216,岩手県 滝沢市,1990,1990年度,22.751,7.515,34307770.0
3301,岩手県 雫石町,2015,2015年度,10.688,33.514,15384933.0
3301,岩手県 雫石町,2010,2010年度,11.451,28.83,15011482.0
3301,岩手県 雫石町,2005,2005年度,13.015,25.783,16877633.0
3301,岩手県 雫石町,2000,2000年度,14.38,22.263,20622392.0
3301,岩手県 雫石町,1995,1995年度,16.358,18.412,21024298.0
3301,岩手県 雫石町,1990,1990年度,18.23,15.321,13192250.0
3302,岩手県 葛巻町,2015,2015年度,8.023,42.513,5083453.0
3302,岩手県 葛巻町,2010,2010年度,8.803,38.664,4854617.0
3302,岩手県 葛巻町,2005,2005年度,10.984,35.245,6058186.0
3302,岩手県 葛巻町,2000,2000年度,13.249,29.639,7552339.0
3302,岩手県 葛巻町,1995,1995年度,16.726,23.196,7703986.0
3302,岩手県 葛巻町,1990,1990年度,19.819,17.339,6297473.0
3303,岩手県 岩手町,2015,2015年度,10.145,35.291,12164601.0
3303,岩手県 岩手町,2010,2010年度,11.345,31.2,11785527.0
3303,岩手県 岩手町,2005,2005年度,13.166,28.658,13838996.0
3303,岩手県 岩手町,2000,2000年度,14.788,24.401,16737843.0
3303,岩手県 岩手町,1995,1995年度,16.464,19.536,17522171.0
3303,岩手県 岩手町,1990,1990年度,18.52,14.827,12392227.0
3321,岩手県 紫波町,2015,2015年度,12.697,28.083,34125707.0
3321,岩手県 紫波町,2010,2010年度,13.75,24.189,32432839.0
3321,岩手県 紫波町,2005,2005年度,14.92,21.916,34538396.0
3321,岩手県 紫波町,2000,2000年度,16.215,19.907,37203128.0
3321,岩手県 紫波町,1995,1995年度,17.511,17.464,34079448.0
3321,岩手県 紫波町,1990,1990年度,19.299,14.922,22413743.0
3322,岩手県 矢巾町,2015,2015年度,13.079,23.582,31432047.0
3322,岩手県 矢巾町,2010,2010年度,14.802,19.68,29752316.0
3322,岩手県 矢巾町,2005,2005年度,16.769,17.242,30711912.0
3322,岩手県 矢巾町,2000,2000年度,17.599,15.427,31763609.0
3322,岩手県 矢巾町,1995,1995年度,18.742,14.376,25872692.0
3322,岩手県 矢巾町,1990,1990年度,20.763,12.58,16334280.0
3366,岩手県 西和賀町,2015,2015年度,7.806,46.939,4732189.0
3366,岩手県 西和賀町,2010,2010年度,9.012,42.972,4979313.0
3366,岩手県 西和賀町,2005,2005年度,10.007,39.336,5828603.0
3366,岩手県 西和賀町,2000,2000年度,12.527,33.772,7403616.0
3366,岩手県 西和賀町,1995,1995年度,14.766,26.6,8238571.0
3366,岩手県 西和賀町,1990,1990年度,16.661,21.866,5405459.0
3381,岩手県 金ケ崎町,2015,2015年度,12.771,28.311,16219916.0
3381,岩手県 金ケ崎町,2010,2010年度,13.096,26.003,14962706.0
3381,岩手県 金ケ崎町,2005,2005年度,13.912,24.896,16297724.0
3381,岩手県 金ケ崎町,2000,2000年度,14.985,22.09,17235804.0
3381,岩手県 金ケ崎町,1995,1995年度,16.347,19.136,17175668.0
3381,岩手県 金ケ崎町,1990,1990年度,18.102,15.946,11002843.0
3402,岩手県 平泉町,2015,2015年度,11.413,34.901,7097491.0
3402,岩手県 平泉町,2010,2010年度,11.851,30.449,6845109.0
3402,岩手県 平泉町,2005,2005年度,13.051,28.189,7681778.0
3402,岩手県 平泉町,2000,2000年度,13.729,25.746,9190322.0
3402,岩手県 平泉町,1995,1995年度,16.484,21.178,9618341.0
3402,岩手県 平泉町,1990,1990年度,19.667,17.16,7056794.0
3441,岩手県 住田町,2015,2015年度,8.427,41.346,5143599.0
3441,岩手県 住田町,2010,2010年度,9.241,38.74,4301248.0
3441,岩手県 住田町,2005,2005年度,10.076,36.463,4761543.0
3441,岩手県 住田町,2000,2000年度,12.047,32.991,5823392.0
3441,岩手県 住田町,1995,1995年度,14.39,27.689,6331482.0
3441,岩手県 住田町,1990,1990年度,15.97,22.047,4867994.0
3461,岩手県 大槌町,2015,2015年度,10.145,34.093,10132611.0
3461,岩手県 大槌町,2010,2010年度,11.449,32.391,12199635.0
3461,岩手県 大槌町,2005,2005年度,13.042,28.488,13381438.0
3461,岩手県 大槌町,2000,2000年度,14.84,24.188,15593457.0
3461,岩手県 大槌町,1995,1995年度,17.086,19.589,15952889.0
3461,岩手県 大槌町,1990,1990年度,19.592,15.036,12727228.0
3482,岩手県 山田町,2015,2015年度,10.457,35.404,12590298.0
3482,岩手県 山田町,2010,2010年度,12.51,31.836,13244292.0
3482,岩手県 山田町,2005,2005年度,13.956,28.056,15347934.0
3482,岩手県 山田町,2000,2000年度,15.108,23.678,18437917.0
3482,岩手県 山田町,1995,1995年度,16.717,20.042,19405924.0
3482,岩手県 山田町,1990,1990年度,19.184,15.9,14331847.0
3483,岩手県 岩泉町,2015,2015年度,9.613,40.687,7216316.0
3483,岩手県 岩泉町,2010,2010年度,10.376,37.801,7060041.0
3483,岩手県 岩泉町,2005,2005年度,11.742,34.279,8207698.0
3483,岩手県 岩泉町,2000,2000年度,13.71,29.186,10594770.0
3483,岩手県 岩泉町,1995,1995年度,16.233,23.128,11371968.0
3483,岩手県 岩泉町,1990,1990年度,18.86,17.878,8682192.0
3484,岩手県 田野畑村,2015,2015年度,11.108,37.276,2799980.0
3484,岩手県 田野畑村,2010,2010年度,11.84,33.854,2604338.0
3484,岩手県 田野畑村,2005,2005年度,13.558,30.04,2736265.0
3484,岩手県 田野畑村,2000,2000年度,15.478,26.827,3822993.0
3484,岩手県 田野畑村,1995,1995年度,17.478,21.723,3861234.0
3484,岩手県 田野畑村,1990,1990年度,20.622,16.438,3023822.0
3485,岩手県 普代村,2015,2015年度,9.839,37.281,2190199.0
3485,岩手県 普代村,2010,2010年度,11.528,31.509,2050066.0
3485,岩手県 普代村,2005,2005年度,12.507,27.874,2180149.0
3485,岩手県 普代村,2000,2000年度,14.68,23.36,2989745.0
3485,岩手県 普代村,1995,1995年度,16.675,18.361,3140935.0
3485,岩手県 普代村,1990,1990年度,20.466,14.556,2888688.0
3501,岩手県 軽米町,2015,2015年度,9.975,36.408,7271113.0
3501,岩手県 軽米町,2010,2010年度,10.971,33.137,6891045.0
3501,岩手県 軽米町,2005,2005年度,12.803,30.617,8080870.0
3501,岩手県 軽米町,2000,2000年度,14.988,26.115,9751901.0
3501,岩手県 軽米町,1995,1995年度,17.282,21.668,10378530.0
3501,岩手県 軽米町,1990,1990年度,19.864,16.582,7568297.0
3503,岩手県 野田村,2015,2015年度,10.46,34.996,3532930.0
3503,岩手県 野田村,2010,2010年度,11.356,30.073,3323780.0
3503,岩手県 野田村,2005,2005年度,14.405,26.778,3600193.0
3503,岩手県 野田村,2000,2000年度,18.345,22.887,4691112.0
3503,岩手県 野田村,1995,1995年度,20.484,18.889,5245985.0
3503,岩手県 野田村,1990,1990年度,21.665,15.61,4024479.0
3506,岩手県 九戸村,2015,2015年度,10.656,38.841,4218307.0
3506,岩手県 九戸村,2010,2010年度,10.973,34.501,4119197.0
3506,岩手県 九戸村,2005,2005年度,11.987,31.847,4857591.0
3506,岩手県 九戸村,2000,2000年度,13.258,27.471,6136642.0
3506,岩手県 九戸村,1995,1995年度,14.948,22.57,6636948.0
3506,岩手県 九戸村,1990,1990年度,17.508,17.808,4636653.0
3507,岩手県 洋野町,2015,2015年度,10.669,35.698,14806673.0
3507,岩手県 洋野町,2010,2010年度,12.795,30.52,13879776.0
3507,岩手県 洋野町,2005,2005年度,14.008,26.659,15669186.0
3507,岩手県 洋野町,2000,2000年度,16.218,22.6,19259053.0
3507,岩手県 洋野町,1995,1995年度,18.549,17.512,21168536.0
3507,岩手県 洋野町,1990,1990年度,21.402,13.271,15418971.0
3524,岩手県 一戸町,2015,2015年度,9.374,37.379,10647141.0
3524,岩手県 一戸町,2010,2010年度,9.755,34.609,10475585.0
3524,岩手県 一戸町,2005,2005年度,10.798,32.008,12989266.0
3524,岩手県 一戸町,2000,2000年度,12.65,27.325,15392100.0
3524,岩手県 一戸町,1995,1995年度,15.352,22.305,16978171.0
3524,岩手県 一戸町,1990,1990年度,18.297,17.598,11542647.0
4100,宮城県 仙台市,2015,2015年度,11.949,21.657,1600783506.0
4100,宮城県 仙台市,2010,2010年度,13.082,18.329,1461379520.0
4100,宮城県 仙台市,2005,2005年度,13.662,15.783,1466513814.0
4100,宮城県 仙台市,2000,2000年度,14.564,13.195,1565919225.0
4100,宮城県 仙台市,1995,1995年度,16.31,10.781,1527116807.0
4100,宮城県 仙台市,1990,1990年度,19.07,8.758,1179768154.0
4101,宮城県 仙台市 青葉区,2015,2015年度,10.996,21.278,
4101,宮城県 仙台市 青葉区,2010,2010年度,11.593,18.56,
4101,宮城県 仙台市 青葉区,2005,2005年度,11.836,16.936,
4101,宮城県 仙台市 青葉区,2000,2000年度,12.507,14.67,
4101,宮城県 仙台市 青葉区,1995,1995年度,13.831,12.337,
4101,宮城県 仙台市 青葉区,1990,1990年度,16.078,10.183,
4102,宮城県 仙台市 宮城野区,2015,2015年度,12.354,19.632,
4102,宮城県 仙台市 宮城野区,2010,2010年度,13.706,16.499,
