地域コード,地域,調査年コード,調査年,15歳未満人口割合,65歳以上人口割合,課税対象所得
39306,高知県 馬路村,1995,1995年度,16.023,24.879,1600968.0
39306,高知県 馬路村,1990,1990年度,15.537,19.954,1372544.0
39307,高知県 芸西村,2015,2015年度,11.094,38.569,3235531.0
39307,高知県 芸西村,2010,2010年度,11.265,34.313,3146219.0
39307,高知県 芸西村,2005,2005年度,12.096,30.632,3392285.0
39307,高知県 芸西村,2000,2000年度,12.162,29.455,4033768.0
39307,高知県 芸西村,1995,1995年度,13.37,25.918,3613900.0
39307,高知県 芸西村,1990,1990年度,14.276,23.155,2980665.0
39341,高知県 本山町,2015,2015年度,8.984,43.017,3169366.0
39341,高知県 本山町,2010,2010年度,8.677,40.239,3497691.0
39341,高知県 本山町,2005,2005年度,9.534,37.883,3746434.0
39341,高知県 本山町,2000,2000年度,10.973,34.228,4546311.0
39341,高知県 本山町,1995,1995年度,12.324,29.178,4429327.0
39341,高知県 本山町,1990,1990年度,13.672,24.64,3292514.0
39344,高知県 大豊町,2015,2015年度,4.745,55.906,2619198.0
39344,高知県 大豊町,2010,2010年度,5.149,54.016,2958330.0
39344,高知県 大豊町,2005,2005年度,6.701,50.765,3538372.0
39344,高知県 大豊町,2000,2000年度,8.467,44.465,4936276.0
39344,高知県 大豊町,1995,1995年度,10.56,37.756,5186080.0
39344,高知県 大豊町,1990,1990年度,11.456,30.271,4070475.0
39363,高知県 土佐町,2015,2015年度,9.557,44.834,3135694.0
39363,高知県 土佐町,2010,2010年度,9.247,42.955,3433919.0
39363,高知県 土佐町,2005,2005年度,10.168,40.566,3763535.0
39363,高知県 土佐町,2000,2000年度,12.373,35.154,4693689.0
39363,高知県 土佐町,1995,1995年度,14.72,29.384,4605308.0
39363,高知県 土佐町,1990,1990年度,16.583,24.398,3584467.0
39364,高知県 大川村,2015,2015年度,10.354,43.182,428722.0
39364,高知県 大川村,2010,2010年度,8.273,44.282,393714.0
39364,高知県 大川村,2005,2005年度,8.55,43.68,486064.0
39364,高知県 大川村,2000,2000年度,10.369,41.828,715951.0
39364,高知県 大川村,1995,1995年度,13.529,32.941,723267.0
39364,高知県 大川村,1990,1990年度,16.227,25.594,523949.0
39386,高知県 いの町,2015,2015年度,9.913,35.6,26119137.0
39386,高知県 いの町,2010,2010年度,11.037,30.62,27522430.0
39386,高知県 いの町,2005,2005年度,12.812,27.132,31059550.0
39386,高知県 いの町,2000,2000年度,14.644,24.387,36409044.0
39386,高知県 いの町,1995,1995年度,17.334,21.088,34789175.0
39386,高知県 いの町,1990,1990年度,17.34,18.849,23804225.0
39387,高知県 仁淀川町,2015,2015年度,6.972,53.936,3980505.0
39387,高知県 仁淀川町,2010,2010年度,8.231,50.262,4270466.0
39387,高知県 仁淀川町,2005,2005年度,9.419,46.209,5175491.0
39387,高知県 仁淀川町,2000,2000年度,9.488,41.531,6929567.0
39387,高知県 仁淀川町,1995,1995年度,10.842,35.968,7045322.0
39387,高知県 仁淀川町,1990,1990年度,12.681,29.513,5235103.0
39401,高知県 中土佐町,2015,2015年度,9.152,42.997,5450825.0
39401,高知県 中土佐町,2010,2010年度,10.047,38.383,5579100.0
39401,高知県 中土佐町,2005,2005年度,11.43,35.12,6248169.0
39401,高知県 中土佐町,2000,2000年度,12.669,32.034,7718713.0
39401,高知県 中土佐町,1995,1995年度,14.14,28.055,7761412.0
39401,高知県 中土佐町,1990,1990年度,16.616,23.132,5599869.0
39402,高知県 佐川町,2015,2015年度,11.514,37.723,12403353.0
39402,高知県 佐川町,2010,2010年度,11.634,33.331,12498744.0
39402,高知県 佐川町,2005,2005年度,12.529,30.276,13676247.0
39402,高知県 佐川町,2000,2000年度,13.778,27.665,15848705.0
39402,高知県 佐川町,1995,1995年度,15.368,24.637,14838941.0
39402,高知県 佐川町,1990,1990年度,17.543,20.21,11453237.0
39403,高知県 越知町,2015,2015年度,8.732,45.367,5048296.0
39403,高知県 越知町,2010,2010年度,9.46,41.465,4774962.0
39403,高知県 越知町,2005,2005年度,10.069,38.19,5295149.0
39403,高知県 越知町,2000,2000年度,11.173,34.354,6580899.0
39403,高知県 越知町,1995,1995年度,13.495,29.245,6564170.0
39403,高知県 越知町,1990,1990年度,15.424,23.233,4720676.0
39405,高知県 檮原町,2015,2015年度,9.59,42.323,2740140.0
39405,高知県 檮原町,2010,2010年度,9.915,39.383,2910926.0
39405,高知県 檮原町,2005,2005年度,10.876,35.978,3475137.0
39405,高知県 檮原町,2000,2000年度,12.119,32.531,3930323.0
39405,高知県 檮原町,1995,1995年度,12.845,27.791,3912779.0
39405,高知県 檮原町,1990,1990年度,14.442,22.948,2703700.0
39410,高知県 日高村,2015,2015年度,9.384,39.284,4439170.0
39410,高知県 日高村,2010,2010年度,10.666,33.082,4685502.0
39410,高知県 日高村,2005,2005年度,11.705,29.432,5390401.0
39410,高知県 日高村,2000,2000年度,12.584,27.446,6452627.0
39410,高知県 日高村,1995,1995年度,15.332,23.473,5932804.0
39410,高知県 日高村,1990,1990年度,18.608,18.849,4552483.0
39411,高知県 津野町,2015,2015年度,11.063,41.526,4719504.0
39411,高知県 津野町,2010,2010年度,11.409,37.74,4599067.0
39411,高知県 津野町,2005,2005年度,12.183,35.864,5301873.0
39411,高知県 津野町,2000,2000年度,13.557,33.356,6426138.0
39411,高知県 津野町,1995,1995年度,15.237,29.163,6261729.0
39411,高知県 津野町,1990,1990年度,17.65,24.1,4483819.0
39412,高知県 四万十町,2015,2015年度,10.038,42.268,13907824.0
39412,高知県 四万十町,2010,2010年度,10.943,38.483,13981219.0
39412,高知県 四万十町,2005,2005年度,11.945,35.032,15761772.0
39412,高知県 四万十町,2000,2000年度,13.326,31.565,18765870.0
39412,高知県 四万十町,1995,1995年度,15.017,26.563,19489630.0
39412,高知県 四万十町,1990,1990年度,17.035,22.501,14441376.0
39424,高知県 大月町,2015,2015年度,8.754,43.965,4064721.0
39424,高知県 大月町,2010,2010年度,9.839,39.305,3637614.0
39424,高知県 大月町,2005,2005年度,11.216,35.669,4259996.0
39424,高知県 大月町,2000,2000年度,12.895,32.591,5016657.0
39424,高知県 大月町,1995,1995年度,15.131,27.93,5250720.0
39424,高知県 大月町,1990,1990年度,18.234,22.881,3780758.0
39427,高知県 三原村,2015,2015年度,9.212,45.299,1088859.0
39427,高知県 三原村,2010,2010年度,9.637,41.225,1085160.0
39427,高知県 三原村,2005,2005年度,10.841,38.274,1294106.0
39427,高知県 三原村,2000,2000年度,11.812,33.565,1394702.0
39427,高知県 三原村,1995,1995年度,13.494,28.399,1428454.0
39427,高知県 三原村,1990,1990年度,15.461,22.893,1033335.0
39428,高知県 黒潮町,2015,2015年度,9.236,41.17,9374647.0
39428,高知県 黒潮町,2010,2010年度,10.165,35.201,9550020.0
39428,高知県 黒潮町,2005,2005年度,11.461,32.239,11031173.0
39428,高知県 黒潮町,2000,2000年度,13.267,29.462,13462791.0
39428,高知県 黒潮町,1995,1995年度,15.542,25.546,12153118.0
39428,高知県 黒潮町,1990,1990年度,17.824,21.156,10804481.0
40100,福岡県 北九州市,2015,2015年度,12.426,28.828,1202033957.0
40100,福岡県 北九州市,2010,2010年度,12.939,25.066,1172500753.0
40100,福岡県 北九州市,2005,2005年度,13.275,22.243,1167199637.0
40100,福岡県 北九州市,2000,2000年度,13.861,19.205,1250646076.0
40100,福岡県 北九州市,1995,1995年度,15.364,15.75,1282779198.0
40100,福岡県 北九州市,1990,1990年度,17.809,12.706,1033610024.0
40101,福岡県 北九州市 門司区,2015,2015年度,11.265,35.188,
40101,福岡県 北九州市 門司区,2010,2010年度,11.525,30.644,
40101,福岡県 北九州市 門司区,2005,2005年度,11.876,27.199,
40101,福岡県 北九州市 門司区,2000,2000年度,12.437,23.775,
40101,福岡県 北九州市 門司区,1995,1995年度,14.356,19.423,
40101,福岡県 北九州市 門司区,1990,1990年度,17.066,15.379,
40103,福岡県 北九州市 若松区,2015,2015年度,12.956,30.052,
40103,福岡県 北九州市 若松区,2010,2010年度,13.026,26.233,
40103,福岡県 北九州市 若松区,2005,2005年度,13.69,23.515,
40103,福岡県 北九州市 若松区,2000,2000年度,15.021,20.306,
40103,福岡県 北九州市 若松区,1995,1995年度,16.814,16.617,
40103,福岡県 北九州市 若松区,1990,1990年度,18.261,13.985,
40105,福岡県 北九州市 戸畑区,2015,2015年度,11.677,29.655,
40105,福岡県 北九州市 戸畑区,2010,2010年度,12.166,25.996,
40105,福岡県 北九州市 戸畑区,2005,2005年度,12.462,22.69,
40105,福岡県 北九州市 戸畑区,2000,2000年度,12.791,20.238,
40105,福岡県 北九州市 戸畑区,1995,1995年度,14.4,16.865,
40105,福岡県 北九州市 戸畑区,1990,1990年度,16.769,13.3,
40106,福岡県 北九州市 小倉北区,2015,2015年度,10.663,27.532,
40106,福岡県 北九州市 小倉北区,2010,2010年度,11.217,23.781,
40106,福岡県 北九州市 小倉北区,2005,2005年度,11.599,21.957,
40106,福岡県 北九州市 小倉北区,2000,2000年度,12.428,18.997,
40106,福岡県 北九州市 小倉北区,1995,1995年度,14.341,15.282,
40106,福岡県 北九州市 小倉北区,1990,1990年度,17.175,12.246,
40107,福岡県 北九州市 小倉南区,2015,2015年度,14.059,26.17,
40107,福岡県 北九州市 小倉南区,2010,2010年度,14.767,22.213,
40107,福岡県 北九州市 小倉南区,2005,2005年度,15.208,18.91,
40107,福岡県 北九州市 小倉南区,2000,2000年度,15.8,15.854,
40107,福岡県 北九州市 小倉南区,1995,1995年度,17.022,12.712,
40107,福岡県 北九州市 小倉南区,1990,1990年度,19.505,10.154,
40108,福岡県 北九州市 八幡東区,2015,2015年度,11.019,34.298,
40108,福岡県 北九州市 八幡東区,2010,2010年度,10.787,31.171,
40108,福岡県 北九州市 八幡東区,2005,2005年度,10.701,28.256,
40108,福岡県 北九州市 八幡東区,2000,2000年度,11.357,24.976,
40108,福岡県 北九州市 八幡東区,1995,1995年度,12.832,21.048,
40108,福岡県 北九州市 八幡東区,1990,1990年度,15.145,17.087,
40109,福岡県 北九州市 八幡西区,2015,2015年度,13.152,27.426,
40109,福岡県 北九州市 八幡西区,2010,2010年度,13.961,23.779,
40109,福岡県 北九州市 八幡西区,2005,2005年度,14.257,20.832,
40109,福岡県 北九州市 八幡西区,2000,2000年度,14.577,17.662,
40109,福岡県 北九州市 八幡西区,1995,1995年度,15.862,14.437,
40109,福岡県 北九州市 八幡西区,1990,1990年度,18.486,11.484,
40130,福岡県 福岡市,2015,2015年度,12.993,20.299,2221524535.0
40130,福岡県 福岡市,2010,2010年度,13.105,17.359,2010800591.0
40130,福岡県 福岡市,2005,2005年度,13.413,15.228,1956940761.0
40130,福岡県 福岡市,2000,2000年度,14.245,13.252,1970983446.0
40130,福岡県 福岡市,1995,1995年度,15.977,11.048,1923885816.0
40130,福岡県 福岡市,1990,1990年度,18.705,9.107,1545262125.0
40131,福岡県 福岡市 東区,2015,2015年度,14.176,20.29,
40131,福岡県 福岡市 東区,2010,2010年度,14.125,17.142,
40131,福岡県 福岡市 東区,2005,2005年度,14.154,15.325,
40131,福岡県 福岡市 東区,2000,2000年度,15.058,12.791,
40131,福岡県 福岡市 東区,1995,1995年度,16.899,10.596,
40131,福岡県 福岡市 東区,1990,1990年度,19.552,8.782,
40132,福岡県 福岡市 博多区,2015,2015年度,9.408,18.444,
40132,福岡県 福岡市 博多区,2010,2010年度,10.011,16.173,
40132,福岡県 福岡市 博多区,2005,2005年度,11.249,14.766,
40132,福岡県 福岡市 博多区,2000,2000年度,12.311,13.81,
40132,福岡県 福岡市 博多区,1995,1995年度,14.17,12.029,
40132,福岡県 福岡市 博多区,1990,1990年度,17.203,10.325,
40133,福岡県 福岡市 中央区,2015,2015年度,10.136,17.428,
40133,福岡県 福岡市 中央区,2010,2010年度,9.843,15.538,
40133,福岡県 福岡市 中央区,2005,2005年度,10.199,13.749,
40133,福岡県 福岡市 中央区,2000,2000年度,10.805,12.848,
40133,福岡県 福岡市 中央区,1995,1995年度,12.218,11.624,
40133,福岡県 福岡市 中央区,1990,1990年度,15.134,9.8,
40134,福岡県 福岡市 南区,2015,2015年度,13.537,21.67,
40134,福岡県 福岡市 南区,2010,2010年度,13.569,18.287,
40134,福岡県 福岡市 南区,2005,2005年度,13.803,15.507,
40134,福岡県 福岡市 南区,2000,2000年度,14.787,13.508,
40134,福岡県 福岡市 南区,1995,1995年度,16.451,10.916,
40134,福岡県 福岡市 南区,1990,1990年度,19.098,8.813,
40135,福岡県 福岡市 西区,2015,2015年度,15.181,21.643,
40135,福岡県 福岡市 西区,2010,2010年度,15.615,18.905,
40135,福岡県 福岡市 西区,2005,2005年度,15.802,16.738,
40135,福岡県 福岡市 西区,2000,2000年度,16.158,14.564,
40135,福岡県 福岡市 西区,1995,1995年度,17.613,12.417,
40135,福岡県 福岡市 西区,1990,1990年度,19.723,10.6,
40136,福岡県 福岡市 城南区,2015,2015年度,12.853,21.539,
40136,福岡県 福岡市 城南区,2010,2010年度,12.821,17.83,
40136,福岡県 福岡市 城南区,2005,2005年度,12.654,15.143,
40136,福岡県 福岡市 城南区,2000,2000年度,13.208,12.819,
40136,福岡県 福岡市 城南区,1995,1995年度,14.781,10.118,
40136,福岡県 福岡市 城南区,1990,1990年度,17.613,7.824,
40137,福岡県 福岡市 早良区,2015,2015年度,14.987,21.163,
40137,福岡県 福岡市 早良区,2010,2010年度,14.895,17.6,
40137,福岡県 福岡市 早良区,2005,2005年度,14.991,15.141,
40137,福岡県 福岡市 早良区,2000,2000年度,15.878,12.555,
40137,福岡県 福岡市 早良区,1995,1995年度,17.865,10.067,
40137,福岡県 福岡市 早良区,1990,1990年度,21.063,8.062,
40202,福岡県 大牟田市,2015,2015年度,10.844,34.545,114692876.0
40202,福岡県 大牟田市,2010,2010年度,11.513,30.586,116349225.0
40202,福岡県 大牟田市,2005,2005年度,12.237,28.036,124411772.0
40202,福岡県 大牟田市,2000,2000年度,13.727,25.191,139482199.0
40202,福岡県 大牟田市,1995,1995年度,15.241,21.978,145340707.0
40202,福岡県 大牟田市,1990,1990年度,17.396,18.422,116123720.0
40203,福岡県 久留米市,2015,2015年度,13.506,25.039,373650728.0
40203,福岡県 久留米市,2010,2010年度,13.796,21.889,353135002.0
40203,福岡県 久留米市,2005,2005年度,14.809,19.309,366586461.0
40203,福岡県 久留米市,2000,2000年度,15.792,16.93,380406896.0
40203,福岡県 久留米市,1995,1995年度,17.517,14.419,379182976.0
40203,福岡県 久留米市,1990,1990年度,19.626,12.425,292595823.0
40204,福岡県 直方市,2015,2015年度,13.046,31.395,58775186.0
40204,福岡県 直方市,2010,2010年度,12.75,27.615,59794515.0
40204,福岡県 直方市,2005,2005年度,12.693,25.337,59594255.0
40204,福岡県 直方市,2000,2000年度,13.913,21.699,67026539.0
40204,福岡県 直方市,1995,1995年度,16.025,17.846,68692241.0
40204,福岡県 直方市,1990,1990年度,18.449,14.36,57529784.0
40205,福岡県 飯塚市,2015,2015年度,12.651,28.812,136444467.0
40205,福岡県 飯塚市,2010,2010年度,12.819,24.91,135462833.0
40205,福岡県 飯塚市,2005,2005年度,12.999,22.656,139122665.0
40205,福岡県 飯塚市,2000,2000年度,14.045,20.132,151879507.0
40205,福岡県 飯塚市,1995,1995年度,16.009,17.533,152633189.0
40205,福岡県 飯塚市,1990,1990年度,18.719,15.134,118139096.0
40206,福岡県 田川市,2015,2015年度,12.96,31.956,44980533.0
40206,福岡県 田川市,2010,2010年度,12.892,27.987,45148355.0
40206,福岡県 田川市,2005,2005年度,12.809,26.115,47467657.0
40206,福岡県 田川市,2000,2000年度,13.838,23.818,52892371.0
40206,福岡県 田川市,1995,1995年度,15.327,20.88,54900963.0
40206,福岡県 田川市,1990,1990年度,17.376,18.321,44249992.0
40207,福岡県 柳川市,2015,2015年度,12.312,30.711,67995302.0
40207,福岡県 柳川市,2010,2010年度,12.883,26.851,65746961.0
40207,福岡県 柳川市,2005,2005年度,13.845,24.128,72072397.0
40207,福岡県 柳川市,2000,2000年度,15.32,20.774,78539679.0
40207,福岡県 柳川市,1995,1995年度,17.193,17.426,85649651.0
40207,福岡県 柳川市,1990,1990年度,18.885,14.819,64111602.0
40210,福岡県 八女市,2015,2015年度,11.806,33.305,62866524.0
40210,福岡県 八女市,2010,2010年度,12.472,29.713,62469461.0
40210,福岡県 八女市,2005,2005年度,13.726,27.52,66942210.0
40210,福岡県 八女市,2000,2000年度,15.447,24.507,73865898.0
40210,福岡県 八女市,1995,1995年度,17.573,20.718,73318518.0
40210,福岡県 八女市,1990,1990年度,19.394,17.389,56791180.0
40211,福岡県 筑後市,2015,2015年度,14.729,25.768,54228639.0
40211,福岡県 筑後市,2010,2010年度,14.945,22.506,50672452.0
40211,福岡県 筑後市,2005,2005年度,15.78,20.859,50927643.0
40211,福岡県 筑後市,2000,2000年度,16.476,18.778,54805398.0
40211,福岡県 筑後市,1995,1995年度,17.309,16.779,52430279.0
40211,福岡県 筑後市,1990,1990年度,19.466,14.488,39805764.0
40212,福岡県 大川市,2015,2015年度,10.529,32.884,33461372.0
40212,福岡県 大川市,2010,2010年度,11.985,28.568,33234379.0
40212,福岡県 大川市,2005,2005年度,13.717,24.739,37131678.0
40212,福岡県 大川市,2000,2000年度,14.819,20.836,44061294.0
40212,福岡県 大川市,1995,1995年度,16.495,17.129,51366407.0
40212,福岡県 大川市,1990,1990年度,18.701,13.977,44466969.0
40213,福岡県 行橋市,2015,2015年度,13.589,28.008,85348300.0
40213,福岡県 行橋市,2010,2010年度,13.917,23.902,79809914.0
40213,福岡県 行橋市,2005,2005年度,14.73,20.701,82662753.0
40213,福岡県 行橋市,2000,2000年度,15.666,17.821,82247274.0
40213,福岡県 行橋市,1995,1995年度,17.232,15.23,79918402.0
40213,福岡県 行橋市,1990,1990年度,19.377,12.765,63404579.0
40214,福岡県 豊前市,2015,2015年度,11.901,34.557,27725303.0
40214,福岡県 豊前市,2010,2010年度,12.56,30.35,28232649.0
40214,福岡県 豊前市,2005,2005年度,13.116,28.238,30443290.0
40214,福岡県 豊前市,2000,2000年度,13.85,25.634,32794461.0
40214,福岡県 豊前市,1995,1995年度,15.032,22.156,33843353.0
40214,福岡県 豊前市,1990,1990年度,17.395,18.405,27201947.0
40215,福岡県 中間市,2015,2015年度,11.044,34.896,42117897.0
40215,福岡県 中間市,2010,2010年度,11.586,29.686,44457196.0
40215,福岡県 中間市,2005,2005年度,12.285,25.412,47135210.0
40215,福岡県 中間市,2000,2000年度,13.433,21.44,51848975.0
40215,福岡県 中間市,1995,1995年度,15.081,17.383,53721256.0
40215,福岡県 中間市,1990,1990年度,17.492,13.662,43384913.0
40216,福岡県 小郡市,2015,2015年度,14.29,26.023,77974597.0
40216,福岡県 小郡市,2010,2010年度,15.546,22.5,73737943.0
40216,福岡県 小郡市,2005,2005年度,16.251,19.843,75241093.0
40216,福岡県 小郡市,2000,2000年度,16.547,17.141,75929929.0
40216,福岡県 小郡市,1995,1995年度,17.154,14.635,70080342.0
40216,福岡県 小郡市,1990,1990年度,19.556,12.418,53467512.0
40217,福岡県 筑紫野市,2015,2015年度,14.767,22.782,135243058.0
40217,福岡県 筑紫野市,2010,2010年度,15.149,18.472,132686905.0
40217,福岡県 筑紫野市,2005,2005年度,15.309,15.844,130119862.0
40217,福岡県 筑紫野市,2000,2000年度,16.407,13.702,132525154.0
40217,福岡県 筑紫野市,1995,1995年度,18.325,12.129,120702457.0
40217,福岡県 筑紫野市,1990,1990年度,19.645,10.772,79323308.0
40218,福岡県 春日市,2015,2015年度,15.8,19.483,151618169.0
40218,福岡県 春日市,2010,2010年度,16.548,16.062,142939823.0
40218,福岡県 春日市,2005,2005年度,17.278,12.936,149370351.0
40218,福岡県 春日市,2000,2000年度,18.289,10.545,152407183.0
40218,福岡県 春日市,1995,1995年度,20.229,8.197,148114469.0
40218,福岡県 春日市,1990,1990年度,22.369,6.918,107319151.0
40219,福岡県 大野城市,2015,2015年度,15.842,20.323,139168516.0
40219,福岡県 大野城市,2010,2010年度,16.157,17.132,129162937.0
40219,福岡県 大野城市,2005,2005年度,16.618,14.578,128480672.0
40219,福岡県 大野城市,2000,2000年度,17.406,12.141,130196550.0
40219,福岡県 大野城市,1995,1995年度,18.627,9.857,119442431.0
40219,福岡県 大野城市,1990,1990年度,21.017,8.255,88803687.0
40220,福岡県 宗像市,2015,2015年度,13.528,26.448,124838357.0
40220,福岡県 宗像市,2010,2010年度,13.41,22.488,122637333.0
40220,福岡県 宗像市,2005,2005年度,13.83,19.417,122412625.0
40220,福岡県 宗像市,2000,2000年度,15.576,16.899,127529938.0
40220,福岡県 宗像市,1995,1995年度,18.05,14.514,118962105.0
40220,福岡県 宗像市,1990,1990年度,19.608,12.2,84182588.0
40221,福岡県 太宰府市,2015,2015年度,14.617,25.818,91719375.0
40221,福岡県 太宰府市,2010,2010年度,14.252,21.465,89270153.0
40221,福岡県 太宰府市,2005,2005年度,13.477,18.422,89996978.0
40221,福岡県 太宰府市,2000,2000年度,13.537,15.413,97236111.0
40221,福岡県 太宰府市,1995,1995年度,15.136,12.871,96837035.0
40221,福岡県 太宰府市,1990,1990年度,18.666,10.32,76183003.0
40223,福岡県 古賀市,2015,2015年度,14.262,24.367,72184208.0
40223,福岡県 古賀市,2010,2010年度,14.589,19.223,72292585.0
40223,福岡県 古賀市,2005,2005年度,15.165,16.424,71619938.0
40223,福岡県 古賀市,2000,2000年度,17.415,13.633,76550059.0
40223,福岡県 古賀市,1995,1995年度,19.22,11.81,68197534.0
40223,福岡県 古賀市,1990,1990年度,21.813,10.491,53282287.0
40224,福岡県 福津市,2015,2015年度,14.294,28.78,71101370.0
40224,福岡県 福津市,2010,2010年度,12.782,25.865,66960041.0
40224,福岡県 福津市,2005,2005年度,12.982,21.968,69387542.0
40224,福岡県 福津市,2000,2000年度,14.122,18.609,77856153.0
40224,福岡県 福津市,1995,1995年度,16.266,16.281,74440656.0
40224,福岡県 福津市,1990,1990年度,19.289,13.63,53536973.0
40225,福岡県 うきは市,2015,2015年度,12.955,31.902,28209071.0
40225,福岡県 うきは市,2010,2010年度,13.477,27.652,27290562.0
40225,福岡県 うきは市,2005,2005年度,14.215,25.543,29681904.0
40225,福岡県 うきは市,2000,2000年度,15.632,22.973,32201096.0
40225,福岡県 うきは市,1995,1995年度,17.437,19.952,35050639.0
40225,福岡県 うきは市,1990,1990年度,20.092,16.539,26422421.0
40226,福岡県 宮若市,2015,2015年度,12.279,33.125,26912957.0
40226,福岡県 宮若市,2010,2010年度,12.666,28.949,27565460.0
40226,福岡県 宮若市,2005,2005年度,12.262,27.933,27702408.0
40226,福岡県 宮若市,2000,2000年度,13.406,25.902,31059012.0
40226,福岡県 宮若市,1995,1995年度,15.719,22.779,32187550.0
40226,福岡県 宮若市,1990,1990年度,17.617,19.444,24820749.0
40227,福岡県 嘉麻市,2015,2015年度,11.398,35.692,30668202.0
40227,福岡県 嘉麻市,2010,2010年度,12.106,30.313,32622298.0
40227,福岡県 嘉麻市,2005,2005年度,12.578,28.043,35666908.0
40227,福岡県 嘉麻市,2000,2000年度,13.721,25.301,41590518.0
40227,福岡県 嘉麻市,1995,1995年度,15.855,22.569,43016181.0
40227,福岡県 嘉麻市,1990,1990年度,18.392,19.146,34593699.0
40228,福岡県 朝倉市,2015,2015年度,12.026,31.666,56370941.0
40228,福岡県 朝倉市,2010,2010年度,12.874,27.611,55736024.0
40228,福岡県 朝倉市,2005,2005年度,13.847,25.34,59863352.0
40228,福岡県 朝倉市,2000,2000年度,15.397,23.177,67426220.0
40228,福岡県 朝倉市,1995,1995年度,17.531,20.076,71685140.0
40228,福岡県 朝倉市,1990,1990年度,19.799,17.001,57093934.0
40229,福岡県 みやま市,2015,2015年度,11.369,34.794,35930305.0
40229,福岡県 みやま市,2010,2010年度,11.752,30.465,36995568.0
40229,福岡県 みやま市,2005,2005年度,12.324,27.843,39469585.0
40229,福岡県 みやま市,2000,2000年度,14.028,24.492,44432384.0
40229,福岡県 みやま市,1995,1995年度,16.45,21.009,47297029.0
40229,福岡県 みやま市,1990,1990年度,19.052,17.325,36367238.0
40230,福岡県 糸島市,2015,2015年度,13.588,26.846,106054172.0
40230,福岡県 糸島市,2010,2010年度,14.39,21.891,106988831.0
40230,福岡県 糸島市,2005,2005年度,15.288,18.808,107902530.0
40230,福岡県 糸島市,2000,2000年度,17.073,16.472,112623002.0
40230,福岡県 糸島市,1995,1995年度,19.128,14.452,104709763.0
40230,福岡県 糸島市,1990,1990年度,21.103,13.184,72164854.0
40231,福岡県 那珂川市,2015,2015年度,17.337,20.256,58285835.0
40231,福岡県 那珂川市,2010,2010年度,18.194,16.016,56169455.0
40231,福岡県 那珂川市,2005,2005年度,18.373,13.274,59245857.0
40231,福岡県 那珂川市,2000,2000年度,19.16,11.131,60635895.0
40231,福岡県 那珂川市,1995,1995年度,21.032,9.281,55143144.0
40231,福岡県 那珂川市,1990,1990年度,23.997,8.052,40127749.0
40341,福岡県 宇美町,2015,2015年度,14.578,23.321,41097819.0
40341,福岡県 宇美町,2010,2010年度,14.635,18.115,40464439.0
40341,福岡県 宇美町,2005,2005年度,14.411,15.3,41952880.0
40341,福岡県 宇美町,2000,2000年度,16.283,13.298,44245424.0
40341,福岡県 宇美町,1995,1995年度,20.279,11.403,42670175.0
40341,福岡県 宇美町,1990,1990年度,23.3,9.996,31099235.0
40342,福岡県 篠栗町,2015,2015年度,15.928,22.957,36026922.0
40342,福岡県 篠栗町,2010,2010年度,17.035,19.481,35779348.0
40342,福岡県 篠栗町,2005,2005年度,17.141,17.089,36425392.0
40342,福岡県 篠栗町,2000,2000年度,17.316,15.482,37033953.0
40342,福岡県 篠栗町,1995,1995年度,17.823,14.262,33189993.0
40342,福岡県 篠栗町,1990,1990年度,20.411,13.122,22534596.0
40343,福岡県 志免町,2015,2015年度,16.986,21.979,54482387.0
40343,福岡県 志免町,2010,2010年度,17.076,18.49,49729243.0
40343,福岡県 志免町,2005,2005年度,15.978,16.352,48932770.0
40343,福岡県 志免町,2000,2000年度,15.82,14.119,50503842.0
40343,福岡県 志免町,1995,1995年度,17.73,11.641,48579229.0
40343,福岡県 志免町,1990,1990年度,20.47,9.724,36868222.0
40344,福岡県 須恵町,2015,2015年度,16.223,25.918,28890483.0
40344,福岡県 須恵町,2010,2010年度,15.124,21.636,26996095.0
40344,福岡県 須恵町,2005,2005年度,14.57,18.011,28495266.0
40344,福岡県 須恵町,2000,2000年度,15.208,15.403,30531423.0
40344,福岡県 須恵町,1995,1995年度,17.496,13.53,30327680.0
40344,福岡県 須恵町,1990,1990年度,20.577,11.82,23277772.0
40345,福岡県 新宮町,2015,2015年度,20.696,16.376,42791247.0
40345,福岡県 新宮町,2010,2010年度,17.634,15.548,33522357.0
40345,福岡県 新宮町,2005,2005年度,17.115,13.763,32853202.0
40345,福岡県 新宮町,2000,2000年度,18.934,12.701,32521906.0
40345,福岡県 新宮町,1995,1995年度,20.367,11.447,28005253.0
40345,福岡県 新宮町,1990,1990年度,20.474,11.192,16990547.0
40348,福岡県 久山町,2015,2015年度,15.83,27.757,10270312.0
40348,福岡県 久山町,2010,2010年度,16.004,23.671,9732378.0
40348,福岡県 久山町,2005,2005年度,14.571,21.876,9373123.0
40348,福岡県 久山町,2000,2000年度,15.105,19.372,9561278.0
40348,福岡県 久山町,1995,1995年度,16.514,17.366,9618711.0
40348,福岡県 久山町,1990,1990年度,19.511,14.274,7394929.0
40349,福岡県 粕屋町,2015,2015年度,18.746,16.845,58867869.0
40349,福岡県 粕屋町,2010,2010年度,18.03,14.739,51634958.0
40349,福岡県 粕屋町,2005,2005年度,16.877,13.353,48387982.0
40349,福岡県 粕屋町,2000,2000年度,16.865,11.91,47499397.0
40349,福岡県 粕屋町,1995,1995年度,18.518,10.703,42974476.0
