"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2022年06月21日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","C120110",""
"地域 コード","地域","調査年 コード","調査年","/項目","C120110_課税対象所得【千円】","注釈"
"13207","東京都 昭島市","2008100000","2008年度","","187,387,204",""
"13207","東京都 昭島市","2007100000","2007年度","","183,129,844",""
"13207","東京都 昭島市","2006100000","2006年度","","180,383,191",""
"13207","東京都 昭島市","2005100000","2005年度","","170,266,829",""
"13207","東京都 昭島市","2004100000","2004年度","","169,357,061",""
"13207","東京都 昭島市","2003100000","2003年度","","170,061,942",""
"13207","東京都 昭島市","2002100000","2002年度","","173,732,229",""
"13207","東京都 昭島市","2001100000","2001年度","","177,761,513",""
"13208","東京都 調布市","2020100000","2020年度","","527,862,851",""
"13208","東京都 調布市","2019100000","2019年度","","517,123,258",""
"13208","東京都 調布市","2018100000","2018年度","","499,118,014",""
"13208","東京都 調布市","2017100000","2017年度","","489,842,226",""
"13208","東京都 調布市","2016100000","2016年度","","472,258,536",""
"13208","東京都 調布市","2015100000","2015年度","","451,438,717",""
"13208","東京都 調布市","2014100000","2014年度","","445,050,886",""
"13208","東京都 調布市","2013100000","2013年度","","431,434,631",""
"13208","東京都 調布市","2012100000","2012年度","","428,571,773",""
"13208","東京都 調布市","2011100000","2011年度","","431,503,857",""
"13208","東京都 調布市","2010100000","2010年度","","429,992,432",""
"13208","東京都 調布市","2009100000","2009年度","","456,810,666",""
"13208","東京都 調布市","2008100000","2008年度","","464,394,232",""
"13208","東京都 調布市","2007100000","2007年度","","456,150,724",""
"13208","東京都 調布市","2006100000","2006年度","","441,545,701",""
"13208","東京都 調布市","2005100000","2005年度","","416,925,483",""
"13208","東京都 調布市","2004100000","2004年度","","401,874,998",""
"13208","東京都 調布市","2003100000","2003年度","","401,789,857",""
"13208","東京都 調布市","2002100000","2002年度","","407,550,798",""
"13208","東京都 調布市","2001100000","2001年度","","405,871,260",""
"13209","東京都 町田市","2020100000","2020年度","","788,080,956",""
"13209","東京都 町田市","2019100000","2019年度","","794,629,072",""
"13209","東京都 町田市","2018100000","2018年度","","779,732,193",""
"13209","東京都 町田市","2017100000","2017年度","","770,342,741",""
"13209","東京都 町田市","2016100000","2016年度","","755,829,482",""
"13209","東京都 町田市","2015100000","2015年度","","740,415,285",""
"13209","東京都 町田市","2014100000","2014年度","","739,449,257",""
"13209","東京都 町田市","2013100000","2013年度","","717,124,608",""
"13209","東京都 町田市","2012100000","2012年度","","719,724,321",""
"13209","東京都 町田市","2011100000","2011年度","","722,193,765",""
"13209","東京都 町田市","2010100000","2010年度","","723,496,905",""
"13209","東京都 町田市","2009100000","2009年度","","775,402,472",""
"13209","東京都 町田市","2008100000","2008年度","","794,505,815",""
"13209","東京都 町田市","2007100000","2007年度","","783,793,152",""
"13209","東京都 町田市","2006100000","2006年度","","769,642,328",""
"13209","東京都 町田市","2005100000","2005年度","","731,598,063",""
"13209","東京都 町田市","2004100000","2004年度","","715,534,071",""
"13209","東京都 町田市","2003100000","2003年度","","713,376,048",""
"13209","東京都 町田市","2002100000","2002年度","","725,911,985",""
"13209","東京都 町田市","2001100000","2001年度","","725,029,458",""
"13210","東京都 小金井市","2020100000","2020年度","","274,593,991",""
"13210","東京都 小金井市","2019100000","2019年度","","274,209,546",""
"13210","東京都 小金井市","2018100000","2018年度","","264,998,919",""
"13210","東京都 小金井市","2017100000","2017年度","","262,722,252",""
"13210","東京都 小金井市","2016100000","2016年度","","257,736,971",""
"13210","東京都 小金井市","2015100000","2015年度","","243,610,461",""
"13210","東京都 小金井市","2014100000","2014年度","","245,766,136",""
"13210","東京都 小金井市","2013100000","2013年度","","234,207,837",""
"13210","東京都 小金井市","2012100000","2012年度","","235,168,555",""
"13210","東京都 小金井市","2011100000","2011年度","","233,690,605",""
"13210","東京都 小金井市","2010100000","2010年度","","230,718,837",""
"13210","東京都 小金井市","2009100000","2009年度","","241,705,108",""
"13210","東京都 小金井市","2008100000","2008年度","","248,459,513",""
"13210","東京都 小金井市","2007100000","2007年度","","250,599,705",""
"13210","東京都 小金井市","2006100000","2006年度","","239,005,118",""
"13210","東京都 小金井市","2005100000","2005年度","","228,077,645",""
"13210","東京都 小金井市","2004100000","2004年度","","223,172,065",""
"13210","東京都 小金井市","2003100000","2003年度","","225,273,538",""
"13210","東京都 小金井市","2002100000","2002年度","","228,154,245",""
"13210","東京都 小金井市","2001100000","2001年度","","231,936,905",""
"13211","東京都 小平市","2020100000","2020年度","","370,763,455",""
"13211","東京都 小平市","2019100000","2019年度","","359,180,579",""
"13211","東京都 小平市","2018100000","2018年度","","354,772,737",""
"13211","東京都 小平市","2017100000","2017年度","","340,922,215",""
"13211","東京都 小平市","2016100000","2016年度","","334,955,966",""
"13211","東京都 小平市","2015100000","2015年度","","324,498,337",""
"13211","東京都 小平市","2014100000","2014年度","","317,334,988",""
"13211","東京都 小平市","2013100000","2013年度","","314,263,110",""
"13211","東京都 小平市","2012100000","2012年度","","309,818,836",""
"13211","東京都 小平市","2011100000","2011年度","","307,682,479",""
"13211","東京都 小平市","2010100000","2010年度","","307,430,041",""
"13211","東京都 小平市","2009100000","2009年度","","328,714,292",""
"13211","東京都 小平市","2008100000","2008年度","","338,831,651",""
"13211","東京都 小平市","2007100000","2007年度","","327,879,362",""
"13211","東京都 小平市","2006100000","2006年度","","322,733,135",""
"13211","東京都 小平市","2005100000","2005年度","","312,174,357",""
"13211","東京都 小平市","2004100000","2004年度","","303,758,073",""
"13211","東京都 小平市","2003100000","2003年度","","308,943,334",""
"13211","東京都 小平市","2002100000","2002年度","","315,831,950",""
"13211","東京都 小平市","2001100000","2001年度","","319,635,714",""
"13212","東京都 日野市","2020100000","2020年度","","350,004,999",""
"13212","東京都 日野市","2019100000","2019年度","","348,402,854",""
"13212","東京都 日野市","2018100000","2018年度","","338,838,190",""
"13212","東京都 日野市","2017100000","2017年度","","330,227,367",""
"13212","東京都 日野市","2016100000","2016年度","","322,768,273",""
"13212","東京都 日野市","2015100000","2015年度","","316,177,973",""
"13212","東京都 日野市","2014100000","2014年度","","305,703,070",""
"13212","東京都 日野市","2013100000","2013年度","","301,371,482",""
"13212","東京都 日野市","2012100000","2012年度","","299,092,366",""
"13212","東京都 日野市","2011100000","2011年度","","298,760,741",""
"13212","東京都 日野市","2010100000","2010年度","","298,391,551",""
"13212","東京都 日野市","2009100000","2009年度","","317,691,733",""
"13212","東京都 日野市","2008100000","2008年度","","322,231,042",""
"13212","東京都 日野市","2007100000","2007年度","","318,428,335",""
"13212","東京都 日野市","2006100000","2006年度","","313,808,721",""
"13212","東京都 日野市","2005100000","2005年度","","299,417,555",""
"13212","東京都 日野市","2004100000","2004年度","","293,795,050",""
"13212","東京都 日野市","2003100000","2003年度","","294,661,135",""
"13212","東京都 日野市","2002100000","2002年度","","302,261,841",""
"13212","東京都 日野市","2001100000","2001年度","","305,732,914",""
"13213","東京都 東村山市","2020100000","2020年度","","253,801,168",""
"13213","東京都 東村山市","2019100000","2019年度","","250,241,787",""
"13213","東京都 東村山市","2018100000","2018年度","","246,385,098",""
"13213","東京都 東村山市","2017100000","2017年度","","241,514,219",""
"13213","東京都 東村山市","2016100000","2016年度","","235,291,353",""
"13213","東京都 東村山市","2015100000","2015年度","","233,624,806",""
"13213","東京都 東村山市","2014100000","2014年度","","234,343,043",""
"13213","東京都 東村山市","2013100000","2013年度","","230,329,033",""
"13213","東京都 東村山市","2012100000","2012年度","","231,660,080",""
"13213","東京都 東村山市","2011100000","2011年度","","231,117,285",""
"13213","東京都 東村山市","2010100000","2010年度","","232,687,348",""
"13213","東京都 東村山市","2009100000","2009年度","","243,950,464",""
"13213","東京都 東村山市","2008100000","2008年度","","243,582,240",""
"13213","東京都 東村山市","2007100000","2007年度","","241,778,693",""
"13213","東京都 東村山市","2006100000","2006年度","","238,771,430",""
"13213","東京都 東村山市","2005100000","2005年度","","229,042,947",""
"13213","東京都 東村山市","2004100000","2004年度","","225,330,207",""
"13213","東京都 東村山市","2003100000","2003年度","","229,001,102",""
"13213","東京都 東村山市","2002100000","2002年度","","236,829,833",""
"13213","東京都 東村山市","2001100000","2001年度","","238,760,639",""
"13214","東京都 国分寺市","2020100000","2020年度","","291,162,727",""
"13214","東京都 国分寺市","2019100000","2019年度","","287,936,719",""
"13214","東京都 国分寺市","2018100000","2018年度","","273,133,823",""
"13214","東京都 国分寺市","2017100000","2017年度","","262,783,739",""
"13214","東京都 国分寺市","2016100000","2016年度","","259,709,051",""
"13214","東京都 国分寺市","2015100000","2015年度","","253,055,382",""
"13214","東京都 国分寺市","2014100000","2014年度","","247,815,182",""
"13214","東京都 国分寺市","2013100000","2013年度","","242,632,554",""
"13214","東京都 国分寺市","2012100000","2012年度","","238,512,137",""
"13214","東京都 国分寺市","2011100000","2011年度","","239,895,953",""
"13214","東京都 国分寺市","2010100000","2010年度","","238,102,594",""
"13214","東京都 国分寺市","2009100000","2009年度","","254,760,522",""
"13214","東京都 国分寺市","2008100000","2008年度","","255,132,305",""
"13214","東京都 国分寺市","2007100000","2007年度","","254,115,212",""
"13214","東京都 国分寺市","2006100000","2006年度","","244,005,738",""
"13214","東京都 国分寺市","2005100000","2005年度","","233,776,191",""
"13214","東京都 国分寺市","2004100000","2004年度","","226,425,736",""
"13214","東京都 国分寺市","2003100000","2003年度","","226,702,375",""
"13214","東京都 国分寺市","2002100000","2002年度","","232,084,465",""
"13214","東京都 国分寺市","2001100000","2001年度","","232,485,948",""
"13215","東京都 国立市","2020100000","2020年度","","175,604,340",""
"13215","東京都 国立市","2019100000","2019年度","","169,802,192",""
"13215","東京都 国立市","2018100000","2018年度","","169,065,544",""
"13215","東京都 国立市","2017100000","2017年度","","167,831,080",""
"13215","東京都 国立市","2016100000","2016年度","","161,660,635",""
"13215","東京都 国立市","2015100000","2015年度","","156,165,553",""
"13215","東京都 国立市","2014100000","2014年度","","162,113,282",""
"13215","東京都 国立市","2013100000","2013年度","","152,311,961",""
"13215","東京都 国立市","2012100000","2012年度","","152,312,903",""
"13215","東京都 国立市","2011100000","2011年度","","149,674,665",""
"13215","東京都 国立市","2010100000","2010年度","","151,088,952",""
"13215","東京都 国立市","2009100000","2009年度","","157,487,840",""
"13215","東京都 国立市","2008100000","2008年度","","160,348,147",""
"13215","東京都 国立市","2007100000","2007年度","","158,964,453",""
"13215","東京都 国立市","2006100000","2006年度","","161,335,998",""
"13215","東京都 国立市","2005100000","2005年度","","147,000,669",""
"13215","東京都 国立市","2004100000","2004年度","","144,009,449",""
"13215","東京都 国立市","2003100000","2003年度","","142,379,044",""
"13215","東京都 国立市","2002100000","2002年度","","145,815,711",""
"13215","東京都 国立市","2001100000","2001年度","","144,655,016",""
"13218","東京都 福生市","2020100000","2020年度","","89,363,854",""
"13218","東京都 福生市","2019100000","2019年度","","91,309,772",""
"13218","東京都 福生市","2018100000","2018年度","","88,157,409",""
"13218","東京都 福生市","2017100000","2017年度","","87,561,270",""
"13218","東京都 福生市","2016100000","2016年度","","86,586,237",""
"13218","東京都 福生市","2015100000","2015年度","","86,022,785",""
"13218","東京都 福生市","2014100000","2014年度","","86,021,109",""
"13218","東京都 福生市","2013100000","2013年度","","84,701,829",""
"13218","東京都 福生市","2012100000","2012年度","","84,149,898",""
"13218","東京都 福生市","2011100000","2011年度","","85,012,220",""
"13218","東京都 福生市","2010100000","2010年度","","86,118,583",""
"13218","東京都 福生市","2009100000","2009年度","","93,728,342",""
"13218","東京都 福生市","2008100000","2008年度","","96,155,972",""
"13218","東京都 福生市","2007100000","2007年度","","94,726,063",""
"13218","東京都 福生市","2006100000","2006年度","","93,862,139",""
"13218","東京都 福生市","2005100000","2005年度","","91,936,162",""
"13218","東京都 福生市","2004100000","2004年度","","90,406,573",""
"13218","東京都 福生市","2003100000","2003年度","","93,432,910",""
"13218","東京都 福生市","2002100000","2002年度","","97,492,547",""
"13218","東京都 福生市","2001100000","2001年度","","97,763,415",""
"13219","東京都 狛江市","2020100000","2020年度","","171,130,072",""
"13219","東京都 狛江市","2019100000","2019年度","","173,087,253",""
"13219","東京都 狛江市","2018100000","2018年度","","164,177,934",""
"13219","東京都 狛江市","2017100000","2017年度","","157,581,345",""
"13219","東京都 狛江市","2016100000","2016年度","","156,759,832",""
"13219","東京都 狛江市","2015100000","2015年度","","149,461,035",""
"13219","東京都 狛江市","2014100000","2014年度","","145,285,724",""
"13219","東京都 狛江市","2013100000","2013年度","","140,356,927",""
"13219","東京都 狛江市","2012100000","2012年度","","138,303,744",""
"13219","東京都 狛江市","2011100000","2011年度","","139,503,263",""
"13219","東京都 狛江市","2010100000","2010年度","","141,428,446",""
"13219","東京都 狛江市","2009100000","2009年度","","152,894,329",""
"13219","東京都 狛江市","2008100000","2008年度","","154,628,930",""
"13219","東京都 狛江市","2007100000","2007年度","","151,783,285",""
"13219","東京都 狛江市","2006100000","2006年度","","151,986,098",""
"13219","東京都 狛江市","2005100000","2005年度","","143,763,880",""
"13219","東京都 狛江市","2004100000","2004年度","","140,164,544",""
"13219","東京都 狛江市","2003100000","2003年度","","142,094,439",""
"13219","東京都 狛江市","2002100000","2002年度","","143,980,474",""
"13219","東京都 狛江市","2001100000","2001年度","","145,297,179",""
"13220","東京都 東大和市","2020100000","2020年度","","142,220,194",""
"13220","東京都 東大和市","2019100000","2019年度","","141,857,414",""
"13220","東京都 東大和市","2018100000","2018年度","","140,454,757",""
"13220","東京都 東大和市","2017100000","2017年度","","138,114,149",""
"13220","東京都 東大和市","2016100000","2016年度","","141,691,623",""
"13220","東京都 東大和市","2015100000","2015年度","","132,587,491",""
"13220","東京都 東大和市","2014100000","2014年度","","128,958,562",""
"13220","東京都 東大和市","2013100000","2013年度","","125,365,403",""
"13220","東京都 東大和市","2012100000","2012年度","","124,715,563",""
"13220","東京都 東大和市","2011100000","2011年度","","125,841,782",""
"13220","東京都 東大和市","2010100000","2010年度","","125,909,712",""
"13220","東京都 東大和市","2009100000","2009年度","","133,535,412",""
"13220","東京都 東大和市","2008100000","2008年度","","137,257,095",""
"13220","東京都 東大和市","2007100000","2007年度","","133,808,495",""
"13220","東京都 東大和市","2006100000","2006年度","","133,612,836",""
"13220","東京都 東大和市","2005100000","2005年度","","126,012,519",""
"13220","東京都 東大和市","2004100000","2004年度","","124,969,474",""
"13220","東京都 東大和市","2003100000","2003年度","","126,938,122",""
"13220","東京都 東大和市","2002100000","2002年度","","128,030,352",""
"13220","東京都 東大和市","2001100000","2001年度","","130,005,035",""
"13221","東京都 清瀬市","2020100000","2020年度","","121,821,473",""
"13221","東京都 清瀬市","2019100000","2019年度","","117,618,694",""
"13221","東京都 清瀬市","2018100000","2018年度","","117,456,742",""
"13221","東京都 清瀬市","2017100000","2017年度","","114,294,631",""
"13221","東京都 清瀬市","2016100000","2016年度","","110,607,540",""
"13221","東京都 清瀬市","2015100000","2015年度","","108,230,477",""
"13221","東京都 清瀬市","2014100000","2014年度","","108,712,068",""
"13221","東京都 清瀬市","2013100000","2013年度","","106,343,601",""
"13221","東京都 清瀬市","2012100000","2012年度","","106,098,622",""
"13221","東京都 清瀬市","2011100000","2011年度","","107,329,504",""
"13221","東京都 清瀬市","2010100000","2010年度","","109,932,047",""
"13221","東京都 清瀬市","2009100000","2009年度","","113,003,752",""
"13221","東京都 清瀬市","2008100000","2008年度","","115,355,878",""
"13221","東京都 清瀬市","2007100000","2007年度","","114,663,290",""
"13221","東京都 清瀬市","2006100000","2006年度","","113,308,342",""
"13221","東京都 清瀬市","2005100000","2005年度","","110,234,243",""
"13221","東京都 清瀬市","2004100000","2004年度","","103,109,028",""
"13221","東京都 清瀬市","2003100000","2003年度","","103,836,462",""
"13221","東京都 清瀬市","2002100000","2002年度","","107,751,574",""
"13221","東京都 清瀬市","2001100000","2001年度","","108,735,617",""
"13222","東京都 東久留米市","2020100000","2020年度","","201,386,413",""
"13222","東京都 東久留米市","2019100000","2019年度","","201,254,156",""
"13222","東京都 東久留米市","2018100000","2018年度","","199,699,440",""
"13222","東京都 東久留米市","2017100000","2017年度","","192,180,202",""
"13222","東京都 東久留米市","2016100000","2016年度","","186,474,692",""
"13222","東京都 東久留米市","2015100000","2015年度","","183,895,088",""
"13222","東京都 東久留米市","2014100000","2014年度","","185,487,922",""
"13222","東京都 東久留米市","2013100000","2013年度","","180,963,097",""
"13222","東京都 東久留米市","2012100000","2012年度","","178,515,755",""
"13222","東京都 東久留米市","2011100000","2011年度","","180,887,218",""
"13222","東京都 東久留米市","2010100000","2010年度","","183,273,602",""
"13222","東京都 東久留米市","2009100000","2009年度","","194,886,295",""
"13222","東京都 東久留米市","2008100000","2008年度","","198,012,856",""
"13222","東京都 東久留米市","2007100000","2007年度","","196,547,434",""
"13222","東京都 東久留米市","2006100000","2006年度","","198,086,560",""
"13222","東京都 東久留米市","2005100000","2005年度","","189,347,219",""
"13222","東京都 東久留米市","2004100000","2004年度","","187,795,154",""
"13222","東京都 東久留米市","2003100000","2003年度","","190,872,241",""
"13222","東京都 東久留米市","2002100000","2002年度","","195,591,866",""
"13222","東京都 東久留米市","2001100000","2001年度","","197,973,428",""
"13223","東京都 武蔵村山市","2020100000","2020年度","","103,353,590",""
"13223","東京都 武蔵村山市","2019100000","2019年度","","103,079,363",""
"13223","東京都 武蔵村山市","2018100000","2018年度","","99,632,736",""
"13223","東京都 武蔵村山市","2017100000","2017年度","","98,469,362",""
"13223","東京都 武蔵村山市","2016100000","2016年度","","94,434,998",""
"13223","東京都 武蔵村山市","2015100000","2015年度","","93,242,246",""
"13223","東京都 武蔵村山市","2014100000","2014年度","","91,885,600",""
"13223","東京都 武蔵村山市","2013100000","2013年度","","91,130,139",""
"13223","東京都 武蔵村山市","2012100000","2012年度","","90,008,555",""
"13223","東京都 武蔵村山市","2011100000","2011年度","","89,552,651",""
"13223","東京都 武蔵村山市","2010100000","2010年度","","90,883,410",""
"13223","東京都 武蔵村山市","2009100000","2009年度","","97,576,000",""
"13223","東京都 武蔵村山市","2008100000","2008年度","","101,279,291",""
"13223","東京都 武蔵村山市","2007100000","2007年度","","99,432,645",""
"13223","東京都 武蔵村山市","2006100000","2006年度","","97,373,701",""
"13223","東京都 武蔵村山市","2005100000","2005年度","","92,097,510",""
"13223","東京都 武蔵村山市","2004100000","2004年度","","91,246,320",""
"13223","東京都 武蔵村山市","2003100000","2003年度","","92,373,396",""
"13223","東京都 武蔵村山市","2002100000","2002年度","","97,337,869",""
"13223","東京都 武蔵村山市","2001100000","2001年度","","99,619,837",""
"13224","東京都 多摩市","2020100000","2020年度","","273,745,144",""
"13224","東京都 多摩市","2019100000","2019年度","","271,112,591",""
"13224","東京都 多摩市","2018100000","2018年度","","266,039,281",""
"13224","東京都 多摩市","2017100000","2017年度","","263,408,283",""
"13224","東京都 多摩市","2016100000","2016年度","","258,857,506",""
"13224","東京都 多摩市","2015100000","2015年度","","257,108,576",""
"13224","東京都 多摩市","2014100000","2014年度","","256,179,138",""
"13224","東京都 多摩市","2013100000","2013年度","","243,836,170",""
"13224","東京都 多摩市","2012100000","2012年度","","245,791,910",""
"13224","東京都 多摩市","2011100000","2011年度","","255,353,527",""
"13224","東京都 多摩市","2010100000","2010年度","","255,150,626",""
"13224","東京都 多摩市","2009100000","2009年度","","272,053,593",""
"13224","東京都 多摩市","2008100000","2008年度","","276,968,704",""
"13224","東京都 多摩市","2007100000","2007年度","","270,074,718",""
"13224","東京都 多摩市","2006100000","2006年度","","268,953,828",""
"13224","東京都 多摩市","2005100000","2005年度","","256,511,295",""
"13224","東京都 多摩市","2004100000","2004年度","","252,726,839",""
"13224","東京都 多摩市","2003100000","2003年度","","257,026,001",""
"13224","東京都 多摩市","2002100000","2002年度","","268,159,529",""
"13224","東京都 多摩市","2001100000","2001年度","","272,718,960",""
"13225","東京都 稲城市","2020100000","2020年度","","183,359,121",""
"13225","東京都 稲城市","2019100000","2019年度","","179,538,015",""
"13225","東京都 稲城市","2018100000","2018年度","","175,678,622",""
"13225","東京都 稲城市","2017100000","2017年度","","170,394,509",""
"13225","東京都 稲城市","2016100000","2016年度","","166,667,976",""
"13225","東京都 稲城市","2015100000","2015年度","","160,445,728",""
"13225","東京都 稲城市","2014100000","2014年度","","157,421,622",""
"13225","東京都 稲城市","2013100000","2013年度","","154,233,318",""
"13225","東京都 稲城市","2012100000","2012年度","","151,850,160",""
"13225","東京都 稲城市","2011100000","2011年度","","150,784,056",""
"13225","東京都 稲城市","2010100000","2010年度","","147,676,157",""
"13225","東京都 稲城市","2009100000","2009年度","","156,656,425",""
"13225","東京都 稲城市","2008100000","2008年度","","153,975,906",""
"13225","東京都 稲城市","2007100000","2007年度","","151,137,062",""
"13225","東京都 稲城市","2006100000","2006年度","","143,003,652",""
"13225","東京都 稲城市","2005100000","2005年度","","137,279,806",""
"13225","東京都 稲城市","2004100000","2004年度","","131,964,152",""
"13225","東京都 稲城市","2003100000","2003年度","","127,563,437",""
"13225","東京都 稲城市","2002100000","2002年度","","128,617,179",""
"13225","東京都 稲城市","2001100000","2001年度","","128,809,699",""
"13227","東京都 羽村市","2020100000","2020年度","","92,235,758",""
"13227","東京都 羽村市","2019100000","2019年度","","93,867,738",""
"13227","東京都 羽村市","2018100000","2018年度","","91,264,339",""
"13227","東京都 羽村市","2017100000","2017年度","","90,475,088",""
"13227","東京都 羽村市","2016100000","2016年度","","90,032,444",""
"13227","東京都 羽村市","2015100000","2015年度","","88,686,182",""
"13227","東京都 羽村市","2014100000","2014年度","","87,386,409",""
"13227","東京都 羽村市","2013100000","2013年度","","86,011,110",""
"13227","東京都 羽村市","2012100000","2012年度","","85,726,180",""
"13227","東京都 羽村市","2011100000","2011年度","","86,206,447",""
"13227","東京都 羽村市","2010100000","2010年度","","84,355,567",""
"13227","東京都 羽村市","2009100000","2009年度","","93,975,495",""
"13227","東京都 羽村市","2008100000","2008年度","","94,835,457",""
"13227","東京都 羽村市","2007100000","2007年度","","94,681,333",""
"13227","東京都 羽村市","2006100000","2006年度","","92,237,930",""
"13227","東京都 羽村市","2005100000","2005年度","","89,600,267",""
"13227","東京都 羽村市","2004100000","2004年度","","89,490,919",""
"13227","東京都 羽村市","2003100000","2003年度","","89,391,654",""
"13227","東京都 羽村市","2002100000","2002年度","","92,691,460",""
"13227","東京都 羽村市","2001100000","2001年度","","95,244,788",""
"13228","東京都 あきる野市","2020100000","2020年度","","121,713,853",""
"13228","東京都 あきる野市","2019100000","2019年度","","120,162,905",""
"13228","東京都 あきる野市","2018100000","2018年度","","119,587,989",""
"13228","東京都 あきる野市","2017100000","2017年度","","118,392,285",""
"13228","東京都 あきる野市","2016100000","2016年度","","115,474,876",""
"13228","東京都 あきる野市","2015100000","2015年度","","113,673,015",""
"13228","東京都 あきる野市","2014100000","2014年度","","112,963,213",""
"13228","東京都 あきる野市","2013100000","2013年度","","112,877,406",""
"13228","東京都 あきる野市","2012100000","2012年度","","113,239,936",""
"13228","東京都 あきる野市","2011100000","2011年度","","113,898,125",""
"13228","東京都 あきる野市","2010100000","2010年度","","114,322,401",""
"13228","東京都 あきる野市","2009100000","2009年度","","123,466,246",""
"13228","東京都 あきる野市","2008100000","2008年度","","127,288,780",""
"13228","東京都 あきる野市","2007100000","2007年度","","127,182,501",""
"13228","東京都 あきる野市","2006100000","2006年度","","124,707,594",""
"13228","東京都 あきる野市","2005100000","2005年度","","121,078,597",""
"13228","東京都 あきる野市","2004100000","2004年度","","119,209,274",""
"13228","東京都 あきる野市","2003100000","2003年度","","121,952,800",""
"13228","東京都 あきる野市","2002100000","2002年度","","125,490,183",""
"13228","東京都 あきる野市","2001100000","2001年度","","128,381,670",""
"13229","東京都 西東京市","2020100000","2020年度","","389,875,254",""
"13229","東京都 西東京市","2019100000","2019年度","","390,217,061",""
"13229","東京都 西東京市","2018100000","2018年度","","379,638,550",""
"13229","東京都 西東京市","2017100000","2017年度","","371,477,354",""
"13229","東京都 西東京市","2016100000","2016年度","","360,771,881",""
"13229","東京都 西東京市","2015100000","2015年度","","354,835,566",""
"13229","東京都 西東京市","2014100000","2014年度","","349,309,284",""
"13229","東京都 西東京市","2013100000","2013年度","","341,255,218",""
"13229","東京都 西東京市","2012100000","2012年度","","338,739,649",""
"13229","東京都 西東京市","2011100000","2011年度","","341,837,669",""
"13229","東京都 西東京市","2010100000","2010年度","","337,987,451",""
"13229","東京都 西東京市","2009100000","2009年度","","351,676,745",""
"13229","東京都 西東京市","2008100000","2008年度","","363,966,111",""
"13229","東京都 西東京市","2007100000","2007年度","","358,781,821",""
"13229","東京都 西東京市","2006100000","2006年度","","348,066,732",""
"13229","東京都 西東京市","2005100000","2005年度","","332,184,834",""
"13229","東京都 西東京市","2004100000","2004年度","","324,226,861",""
"13229","東京都 西東京市","2003100000","2003年度","","316,996,500",""
"13229","東京都 西東京市","2002100000","2002年度","","328,264,117",""
"13229","東京都 西東京市","2001100000","2001年度","","331,096,129",""
"13303","東京都 瑞穂町","2020100000","2020年度","","47,981,600",""
"13303","東京都 瑞穂町","2019100000","2019年度","","47,499,247",""
"13303","東京都 瑞穂町","2018100000","2018年度","","47,787,615",""
"13303","東京都 瑞穂町","2017100000","2017年度","","46,816,561",""
"13303","東京都 瑞穂町","2016100000","2016年度","","47,585,292",""
"13303","東京都 瑞穂町","2015100000","2015年度","","46,602,247",""
"13303","東京都 瑞穂町","2014100000","2014年度","","45,597,215",""
"13303","東京都 瑞穂町","2013100000","2013年度","","45,239,645",""
"13303","東京都 瑞穂町","2012100000","2012年度","","44,792,649",""
"13303","東京都 瑞穂町","2011100000","2011年度","","45,568,380",""
"13303","東京都 瑞穂町","2010100000","2010年度","","45,657,264",""
"13303","東京都 瑞穂町","2009100000","2009年度","","50,083,748",""
"13303","東京都 瑞穂町","2008100000","2008年度","","51,946,663",""
"13303","東京都 瑞穂町","2007100000","2007年度","","50,668,634",""
"13303","東京都 瑞穂町","2006100000","2006年度","","50,382,856",""
"13303","東京都 瑞穂町","2005100000","2005年度","","49,625,508",""
"13303","東京都 瑞穂町","2004100000","2004年度","","48,347,417",""
"13303","東京都 瑞穂町","2003100000","2003年度","","49,097,400",""
"13303","東京都 瑞穂町","2002100000","2002年度","","50,825,005",""
"13303","東京都 瑞穂町","2001100000","2001年度","","52,078,846",""
"13305","東京都 日の出町","2020100000","2020年度","","21,872,782",""
"13305","東京都 日の出町","2019100000","2019年度","","22,076,587",""
"13305","東京都 日の出町","2018100000","2018年度","","21,900,550",""
"13305","東京都 日の出町","2017100000","2017年度","","22,323,735",""
"13305","東京都 日の出町","2016100000","2016年度","","21,535,120",""
"13305","東京都 日の出町","2015100000","2015年度","","21,167,038",""
"13305","東京都 日の出町","2014100000","2014年度","","21,462,826",""
"13305","東京都 日の出町","2013100000","2013年度","","21,614,837",""
"13305","東京都 日の出町","2012100000","2012年度","","21,969,423",""
"13305","東京都 日の出町","2011100000","2011年度","","22,155,320",""
"13305","東京都 日の出町","2010100000","2010年度","","21,914,229",""
"13305","東京都 日の出町","2009100000","2009年度","","23,388,205",""
"13305","東京都 日の出町","2008100000","2008年度","","24,949,675",""
"13305","東京都 日の出町","2007100000","2007年度","","24,689,776",""
"13305","東京都 日の出町","2006100000","2006年度","","24,614,298",""
"13305","東京都 日の出町","2005100000","2005年度","","23,838,290",""
"13305","東京都 日の出町","2004100000","2004年度","","23,814,832",""
"13305","東京都 日の出町","2003100000","2003年度","","24,753,403",""
"13305","東京都 日の出町","2002100000","2002年度","","26,023,075",""
"13305","東京都 日の出町","2001100000","2001年度","","28,891,712",""
"13307","東京都 檜原村","2020100000","2020年度","","2,271,807",""
"13307","東京都 檜原村","2019100000","2019年度","","2,208,283",""
