"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2022年06月21日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","C120110",""
"地域 コード","地域","調査年 コード","調査年","/項目","C120110_課税対象所得【千円】","注釈"
"01633","北海道 上士幌町","2012100000","2012年度","","5,785,531",""
"01633","北海道 上士幌町","2011100000","2011年度","","5,854,497",""
"01633","北海道 上士幌町","2010100000","2010年度","","6,228,568",""
"01633","北海道 上士幌町","2009100000","2009年度","","6,150,470",""
"01633","北海道 上士幌町","2008100000","2008年度","","6,091,190",""
"01633","北海道 上士幌町","2007100000","2007年度","","6,503,123",""
"01633","北海道 上士幌町","2006100000","2006年度","","6,813,756",""
"01633","北海道 上士幌町","2005100000","2005年度","","6,868,870",""
"01633","北海道 上士幌町","2004100000","2004年度","","6,768,719",""
"01633","北海道 上士幌町","2003100000","2003年度","","6,939,801",""
"01633","北海道 上士幌町","2002100000","2002年度","","6,969,581",""
"01633","北海道 上士幌町","2001100000","2001年度","","7,570,517",""
"01634","北海道 鹿追町","2020100000","2020年度","","9,513,595",""
"01634","北海道 鹿追町","2019100000","2019年度","","9,183,621",""
"01634","北海道 鹿追町","2018100000","2018年度","","9,710,573",""
"01634","北海道 鹿追町","2017100000","2017年度","","8,919,848",""
"01634","北海道 鹿追町","2016100000","2016年度","","8,651,844",""
"01634","北海道 鹿追町","2015100000","2015年度","","8,124,507",""
"01634","北海道 鹿追町","2014100000","2014年度","","7,700,568",""
"01634","北海道 鹿追町","2013100000","2013年度","","7,823,642",""
"01634","北海道 鹿追町","2012100000","2012年度","","7,605,661",""
"01634","北海道 鹿追町","2011100000","2011年度","","8,014,009",""
"01634","北海道 鹿追町","2010100000","2010年度","","8,421,654",""
"01634","北海道 鹿追町","2009100000","2009年度","","8,195,150",""
"01634","北海道 鹿追町","2008100000","2008年度","","7,402,990",""
"01634","北海道 鹿追町","2007100000","2007年度","","7,912,962",""
"01634","北海道 鹿追町","2006100000","2006年度","","8,672,817",""
"01634","北海道 鹿追町","2005100000","2005年度","","9,100,314",""
"01634","北海道 鹿追町","2004100000","2004年度","","9,127,049",""
"01634","北海道 鹿追町","2003100000","2003年度","","8,940,114",""
"01634","北海道 鹿追町","2002100000","2002年度","","8,967,101",""
"01634","北海道 鹿追町","2001100000","2001年度","","9,517,483",""
"01635","北海道 新得町","2020100000","2020年度","","7,571,247",""
"01635","北海道 新得町","2019100000","2019年度","","7,624,682",""
"01635","北海道 新得町","2018100000","2018年度","","7,628,502",""
"01635","北海道 新得町","2017100000","2017年度","","7,256,152",""
"01635","北海道 新得町","2016100000","2016年度","","7,048,024",""
"01635","北海道 新得町","2015100000","2015年度","","6,632,875",""
"01635","北海道 新得町","2014100000","2014年度","","6,667,118",""
"01635","北海道 新得町","2013100000","2013年度","","6,691,859",""
"01635","北海道 新得町","2012100000","2012年度","","6,741,274",""
"01635","北海道 新得町","2011100000","2011年度","","6,995,654",""
"01635","北海道 新得町","2010100000","2010年度","","6,976,066",""
"01635","北海道 新得町","2009100000","2009年度","","7,088,399",""
"01635","北海道 新得町","2008100000","2008年度","","7,172,911",""
"01635","北海道 新得町","2007100000","2007年度","","7,432,130",""
"01635","北海道 新得町","2006100000","2006年度","","7,824,615",""
"01635","北海道 新得町","2005100000","2005年度","","7,984,202",""
"01635","北海道 新得町","2004100000","2004年度","","8,127,543",""
"01635","北海道 新得町","2003100000","2003年度","","8,438,829",""
"01635","北海道 新得町","2002100000","2002年度","","8,610,911",""
"01635","北海道 新得町","2001100000","2001年度","","8,919,639",""
"01636","北海道 清水町","2020100000","2020年度","","13,527,317",""
"01636","北海道 清水町","2019100000","2019年度","","13,106,303",""
"01636","北海道 清水町","2018100000","2018年度","","13,427,033",""
"01636","北海道 清水町","2017100000","2017年度","","12,526,295",""
"01636","北海道 清水町","2016100000","2016年度","","12,557,422",""
"01636","北海道 清水町","2015100000","2015年度","","11,510,623",""
"01636","北海道 清水町","2014100000","2014年度","","11,439,740",""
"01636","北海道 清水町","2013100000","2013年度","","11,785,416",""
"01636","北海道 清水町","2012100000","2012年度","","11,274,846",""
"01636","北海道 清水町","2011100000","2011年度","","11,836,251",""
"01636","北海道 清水町","2010100000","2010年度","","11,983,485",""
"01636","北海道 清水町","2009100000","2009年度","","11,653,792",""
"01636","北海道 清水町","2008100000","2008年度","","11,326,166",""
"01636","北海道 清水町","2007100000","2007年度","","12,096,109",""
"01636","北海道 清水町","2006100000","2006年度","","12,498,442",""
"01636","北海道 清水町","2005100000","2005年度","","13,000,180",""
"01636","北海道 清水町","2004100000","2004年度","","13,104,084",""
"01636","北海道 清水町","2003100000","2003年度","","13,121,225",""
"01636","北海道 清水町","2002100000","2002年度","","13,201,061",""
"01636","北海道 清水町","2001100000","2001年度","","13,363,558",""
"01637","北海道 芽室町","2020100000","2020年度","","28,473,567",""
"01637","北海道 芽室町","2019100000","2019年度","","28,347,756",""
"01637","北海道 芽室町","2018100000","2018年度","","28,385,203",""
"01637","北海道 芽室町","2017100000","2017年度","","26,123,382",""
"01637","北海道 芽室町","2016100000","2016年度","","26,002,479",""
"01637","北海道 芽室町","2015100000","2015年度","","24,306,183",""
"01637","北海道 芽室町","2014100000","2014年度","","24,304,530",""
"01637","北海道 芽室町","2013100000","2013年度","","23,933,633",""
"01637","北海道 芽室町","2012100000","2012年度","","23,146,505",""
"01637","北海道 芽室町","2011100000","2011年度","","24,613,077",""
"01637","北海道 芽室町","2010100000","2010年度","","24,236,165",""
"01637","北海道 芽室町","2009100000","2009年度","","23,658,459",""
"01637","北海道 芽室町","2008100000","2008年度","","23,152,663",""
"01637","北海道 芽室町","2007100000","2007年度","","23,602,327",""
"01637","北海道 芽室町","2006100000","2006年度","","23,639,865",""
"01637","北海道 芽室町","2005100000","2005年度","","25,138,458",""
"01637","北海道 芽室町","2004100000","2004年度","","24,517,092",""
"01637","北海道 芽室町","2003100000","2003年度","","25,134,775",""
"01637","北海道 芽室町","2002100000","2002年度","","23,960,193",""
"01637","北海道 芽室町","2001100000","2001年度","","23,923,642",""
"01638","北海道 中札内村","2020100000","2020年度","","6,419,561",""
"01638","北海道 中札内村","2019100000","2019年度","","6,320,289",""
"01638","北海道 中札内村","2018100000","2018年度","","5,996,181",""
"01638","北海道 中札内村","2017100000","2017年度","","5,792,209",""
"01638","北海道 中札内村","2016100000","2016年度","","5,715,524",""
"01638","北海道 中札内村","2015100000","2015年度","","5,415,243",""
"01638","北海道 中札内村","2014100000","2014年度","","5,040,779",""
"01638","北海道 中札内村","2013100000","2013年度","","4,987,128",""
"01638","北海道 中札内村","2012100000","2012年度","","4,975,903",""
"01638","北海道 中札内村","2011100000","2011年度","","6,112,906",""
"01638","北海道 中札内村","2010100000","2010年度","","6,885,140",""
"01638","北海道 中札内村","2009100000","2009年度","","5,036,363",""
"01638","北海道 中札内村","2008100000","2008年度","","4,995,220",""
"01638","北海道 中札内村","2007100000","2007年度","","5,163,331",""
"01638","北海道 中札内村","2006100000","2006年度","","5,185,692",""
"01638","北海道 中札内村","2005100000","2005年度","","5,488,669",""
"01638","北海道 中札内村","2004100000","2004年度","","5,697,984",""
"01638","北海道 中札内村","2003100000","2003年度","","5,710,287",""
"01638","北海道 中札内村","2002100000","2002年度","","5,141,778",""
"01638","北海道 中札内村","2001100000","2001年度","","5,238,731",""
"01639","北海道 更別村","2020100000","2020年度","","6,510,043",""
"01639","北海道 更別村","2019100000","2019年度","","6,158,347",""
"01639","北海道 更別村","2018100000","2018年度","","6,385,386",""
"01639","北海道 更別村","2017100000","2017年度","","5,251,932",""
"01639","北海道 更別村","2016100000","2016年度","","5,738,191",""
"01639","北海道 更別村","2015100000","2015年度","","5,321,457",""
"01639","北海道 更別村","2014100000","2014年度","","5,069,006",""
"01639","北海道 更別村","2013100000","2013年度","","5,459,804",""
"01639","北海道 更別村","2012100000","2012年度","","5,125,056",""
"01639","北海道 更別村","2011100000","2011年度","","5,252,217",""
"01639","北海道 更別村","2010100000","2010年度","","5,081,641",""
"01639","北海道 更別村","2009100000","2009年度","","5,309,960",""
"01639","北海道 更別村","2008100000","2008年度","","4,441,040",""
"01639","北海道 更別村","2007100000","2007年度","","4,563,951",""
"01639","北海道 更別村","2006100000","2006年度","","4,688,741",""
"01639","北海道 更別村","2005100000","2005年度","","5,259,153",""
"01639","北海道 更別村","2004100000","2004年度","","4,903,024",""
"01639","北海道 更別村","2003100000","2003年度","","5,098,979",""
"01639","北海道 更別村","2002100000","2002年度","","5,103,276",""
"01639","北海道 更別村","2001100000","2001年度","","5,219,862",""
"01641","北海道 大樹町","2020100000","2020年度","","8,246,798",""
"01641","北海道 大樹町","2019100000","2019年度","","8,107,636",""
"01641","北海道 大樹町","2018100000","2018年度","","7,946,951",""
"01641","北海道 大樹町","2017100000","2017年度","","7,786,986",""
"01641","北海道 大樹町","2016100000","2016年度","","7,640,852",""
"01641","北海道 大樹町","2015100000","2015年度","","7,363,129",""
"01641","北海道 大樹町","2014100000","2014年度","","7,260,466",""
"01641","北海道 大樹町","2013100000","2013年度","","7,410,699",""
"01641","北海道 大樹町","2012100000","2012年度","","7,273,715",""
"01641","北海道 大樹町","2011100000","2011年度","","7,188,511",""
"01641","北海道 大樹町","2010100000","2010年度","","7,624,157",""
"01641","北海道 大樹町","2009100000","2009年度","","7,569,973",""
"01641","北海道 大樹町","2008100000","2008年度","","7,702,919",""
"01641","北海道 大樹町","2007100000","2007年度","","7,665,924",""
"01641","北海道 大樹町","2006100000","2006年度","","8,218,167",""
"01641","北海道 大樹町","2005100000","2005年度","","8,455,407",""
"01641","北海道 大樹町","2004100000","2004年度","","8,679,290",""
"01641","北海道 大樹町","2003100000","2003年度","","9,045,677",""
"01641","北海道 大樹町","2002100000","2002年度","","9,339,460",""
"01641","北海道 大樹町","2001100000","2001年度","","9,378,214",""
"01642","北海道 広尾町","2020100000","2020年度","","8,505,431",""
"01642","北海道 広尾町","2019100000","2019年度","","8,707,808",""
"01642","北海道 広尾町","2018100000","2018年度","","8,745,426",""
"01642","北海道 広尾町","2017100000","2017年度","","8,684,867",""
"01642","北海道 広尾町","2016100000","2016年度","","8,770,791",""
"01642","北海道 広尾町","2015100000","2015年度","","8,450,770",""
"01642","北海道 広尾町","2014100000","2014年度","","8,223,906",""
"01642","北海道 広尾町","2013100000","2013年度","","8,408,913",""
"01642","北海道 広尾町","2012100000","2012年度","","8,471,404",""
"01642","北海道 広尾町","2011100000","2011年度","","8,455,501",""
"01642","北海道 広尾町","2010100000","2010年度","","8,914,513",""
"01642","北海道 広尾町","2009100000","2009年度","","9,017,731",""
"01642","北海道 広尾町","2008100000","2008年度","","8,851,938",""
"01642","北海道 広尾町","2007100000","2007年度","","8,850,041",""
"01642","北海道 広尾町","2006100000","2006年度","","9,323,814",""
"01642","北海道 広尾町","2005100000","2005年度","","9,533,731",""
"01642","北海道 広尾町","2004100000","2004年度","","9,759,871",""
"01642","北海道 広尾町","2003100000","2003年度","","10,003,880",""
"01642","北海道 広尾町","2002100000","2002年度","","10,163,984",""
"01642","北海道 広尾町","2001100000","2001年度","","10,516,457",""
"01643","北海道 幕別町","2020100000","2020年度","","35,089,379",""
"01643","北海道 幕別町","2019100000","2019年度","","34,982,147",""
"01643","北海道 幕別町","2018100000","2018年度","","34,632,826",""
"01643","北海道 幕別町","2017100000","2017年度","","33,359,483",""
"01643","北海道 幕別町","2016100000","2016年度","","32,482,960",""
"01643","北海道 幕別町","2015100000","2015年度","","31,547,506",""
"01643","北海道 幕別町","2014100000","2014年度","","30,751,846",""
"01643","北海道 幕別町","2013100000","2013年度","","30,331,944",""
"01643","北海道 幕別町","2012100000","2012年度","","30,424,879",""
"01643","北海道 幕別町","2011100000","2011年度","","30,568,523",""
"01643","北海道 幕別町","2010100000","2010年度","","29,892,607",""
"01643","北海道 幕別町","2009100000","2009年度","","30,165,367",""
"01643","北海道 幕別町","2008100000","2008年度","","29,839,293",""
"01643","北海道 幕別町","2007100000","2007年度","","30,612,362",""
"01643","北海道 幕別町","2006100000","2006年度","","31,578,443",""
"01643","北海道 幕別町","2005100000","2005年度","","32,677,229",""
"01643","北海道 幕別町","2004100000","2004年度","","32,366,919",""
"01643","北海道 幕別町","2003100000","2003年度","","33,963,937",""
"01643","北海道 幕別町","2002100000","2002年度","","33,254,353",""
"01643","北海道 幕別町","2001100000","2001年度","","33,242,857",""
"01644","北海道 池田町","2020100000","2020年度","","8,298,142",""
"01644","北海道 池田町","2019100000","2019年度","","8,111,511",""
"01644","北海道 池田町","2018100000","2018年度","","8,126,086",""
"01644","北海道 池田町","2017100000","2017年度","","7,808,053",""
"01644","北海道 池田町","2016100000","2016年度","","7,918,687",""
"01644","北海道 池田町","2015100000","2015年度","","7,671,361",""
"01644","北海道 池田町","2014100000","2014年度","","7,450,818",""
"01644","北海道 池田町","2013100000","2013年度","","7,666,713",""
"01644","北海道 池田町","2012100000","2012年度","","7,546,666",""
"01644","北海道 池田町","2011100000","2011年度","","7,806,423",""
"01644","北海道 池田町","2010100000","2010年度","","8,014,070",""
"01644","北海道 池田町","2009100000","2009年度","","8,390,814",""
"01644","北海道 池田町","2008100000","2008年度","","8,120,092",""
"01644","北海道 池田町","2007100000","2007年度","","8,354,728",""
"01644","北海道 池田町","2006100000","2006年度","","8,869,816",""
"01644","北海道 池田町","2005100000","2005年度","","9,294,901",""
"01644","北海道 池田町","2004100000","2004年度","","9,622,075",""
"01644","北海道 池田町","2003100000","2003年度","","10,125,047",""
"01644","北海道 池田町","2002100000","2002年度","","10,408,685",""
"01644","北海道 池田町","2001100000","2001年度","","10,644,213",""
"01645","北海道 豊頃町","2020100000","2020年度","","5,136,550",""
"01645","北海道 豊頃町","2019100000","2019年度","","5,190,783",""
"01645","北海道 豊頃町","2018100000","2018年度","","4,790,335",""
"01645","北海道 豊頃町","2017100000","2017年度","","4,602,338",""
"01645","北海道 豊頃町","2016100000","2016年度","","4,593,316",""
"01645","北海道 豊頃町","2015100000","2015年度","","4,254,693",""
"01645","北海道 豊頃町","2014100000","2014年度","","4,010,434",""
"01645","北海道 豊頃町","2013100000","2013年度","","4,353,345",""
"01645","北海道 豊頃町","2012100000","2012年度","","4,119,030",""
"01645","北海道 豊頃町","2011100000","2011年度","","4,032,954",""
"01645","北海道 豊頃町","2010100000","2010年度","","4,375,030",""
"01645","北海道 豊頃町","2009100000","2009年度","","4,231,927",""
"01645","北海道 豊頃町","2008100000","2008年度","","4,136,157",""
"01645","北海道 豊頃町","2007100000","2007年度","","4,234,428",""
"01645","北海道 豊頃町","2006100000","2006年度","","4,560,046",""
"01645","北海道 豊頃町","2005100000","2005年度","","4,887,282",""
"01645","北海道 豊頃町","2004100000","2004年度","","4,684,175",""
"01645","北海道 豊頃町","2003100000","2003年度","","4,877,645",""
"01645","北海道 豊頃町","2002100000","2002年度","","5,114,824",""
"01645","北海道 豊頃町","2001100000","2001年度","","5,117,355",""
"01646","北海道 本別町","2020100000","2020年度","","10,012,489",""
"01646","北海道 本別町","2019100000","2019年度","","9,713,860",""
"01646","北海道 本別町","2018100000","2018年度","","9,677,740",""
"01646","北海道 本別町","2017100000","2017年度","","8,973,787",""
"01646","北海道 本別町","2016100000","2016年度","","9,082,781",""
"01646","北海道 本別町","2015100000","2015年度","","8,628,692",""
"01646","北海道 本別町","2014100000","2014年度","","9,084,927",""
"01646","北海道 本別町","2013100000","2013年度","","9,240,533",""
"01646","北海道 本別町","2012100000","2012年度","","8,827,262",""
"01646","北海道 本別町","2011100000","2011年度","","9,316,242",""
"01646","北海道 本別町","2010100000","2010年度","","9,790,467",""
"01646","北海道 本別町","2009100000","2009年度","","9,860,594",""
"01646","北海道 本別町","2008100000","2008年度","","9,671,364",""
"01646","北海道 本別町","2007100000","2007年度","","9,902,637",""
"01646","北海道 本別町","2006100000","2006年度","","10,422,147",""
"01646","北海道 本別町","2005100000","2005年度","","10,935,112",""
"01646","北海道 本別町","2004100000","2004年度","","11,398,414",""
"01646","北海道 本別町","2003100000","2003年度","","12,173,025",""
"01646","北海道 本別町","2002100000","2002年度","","12,029,534",""
"01646","北海道 本別町","2001100000","2001年度","","12,323,693",""
"01647","北海道 足寄町","2020100000","2020年度","","9,443,122",""
"01647","北海道 足寄町","2019100000","2019年度","","9,397,793",""
"01647","北海道 足寄町","2018100000","2018年度","","9,816,764",""
"01647","北海道 足寄町","2017100000","2017年度","","9,266,978",""
"01647","北海道 足寄町","2016100000","2016年度","","8,658,360",""
"01647","北海道 足寄町","2015100000","2015年度","","8,427,388",""
"01647","北海道 足寄町","2014100000","2014年度","","10,355,322",""
"01647","北海道 足寄町","2013100000","2013年度","","8,073,219",""
"01647","北海道 足寄町","2012100000","2012年度","","7,962,616",""
"01647","北海道 足寄町","2011100000","2011年度","","8,117,177",""
"01647","北海道 足寄町","2010100000","2010年度","","8,645,356",""
"01647","北海道 足寄町","2009100000","2009年度","","8,702,425",""
"01647","北海道 足寄町","2008100000","2008年度","","8,976,835",""
"01647","北海道 足寄町","2007100000","2007年度","","9,070,666",""
"01647","北海道 足寄町","2006100000","2006年度","","9,471,835",""
"01647","北海道 足寄町","2005100000","2005年度","","9,713,742",""
"01647","北海道 足寄町","2004100000","2004年度","","10,231,692",""
"01647","北海道 足寄町","2003100000","2003年度","","10,837,428",""
"01647","北海道 足寄町","2002100000","2002年度","","11,125,734",""
"01647","北海道 足寄町","2001100000","2001年度","","11,341,651",""
"01648","北海道 陸別町","2020100000","2020年度","","3,011,886",""
"01648","北海道 陸別町","2019100000","2019年度","","3,184,245",""
"01648","北海道 陸別町","2018100000","2018年度","","3,212,444",""
"01648","北海道 陸別町","2017100000","2017年度","","3,023,663",""
"01648","北海道 陸別町","2016100000","2016年度","","2,892,209",""
"01648","北海道 陸別町","2015100000","2015年度","","2,892,029",""
"01648","北海道 陸別町","2014100000","2014年度","","2,778,165",""
"01648","北海道 陸別町","2013100000","2013年度","","2,666,022",""
"01648","北海道 陸別町","2012100000","2012年度","","2,670,761",""
"01648","北海道 陸別町","2011100000","2011年度","","2,780,025",""
"01648","北海道 陸別町","2010100000","2010年度","","2,741,589",""
"01648","北海道 陸別町","2009100000","2009年度","","2,859,659",""
"01648","北海道 陸別町","2008100000","2008年度","","2,843,185",""
"01648","北海道 陸別町","2007100000","2007年度","","2,890,892",""
"01648","北海道 陸別町","2006100000","2006年度","","3,076,193",""
"01648","北海道 陸別町","2005100000","2005年度","","3,248,056",""
"01648","北海道 陸別町","2004100000","2004年度","","3,555,137",""
"01648","北海道 陸別町","2003100000","2003年度","","3,647,323",""
"01648","北海道 陸別町","2002100000","2002年度","","3,772,856",""
"01648","北海道 陸別町","2001100000","2001年度","","3,815,747",""
"01649","北海道 浦幌町","2020100000","2020年度","","6,272,728",""
"01649","北海道 浦幌町","2019100000","2019年度","","6,341,581",""
"01649","北海道 浦幌町","2018100000","2018年度","","6,383,278",""
"01649","北海道 浦幌町","2017100000","2017年度","","6,302,940",""
"01649","北海道 浦幌町","2016100000","2016年度","","6,300,778",""
"01649","北海道 浦幌町","2015100000","2015年度","","5,910,676",""
"01649","北海道 浦幌町","2014100000","2014年度","","5,700,687",""
"01649","北海道 浦幌町","2013100000","2013年度","","5,696,790",""
"01649","北海道 浦幌町","2012100000","2012年度","","5,702,443",""
"01649","北海道 浦幌町","2011100000","2011年度","","5,692,880",""
"01649","北海道 浦幌町","2010100000","2010年度","","6,306,265",""
"01649","北海道 浦幌町","2009100000","2009年度","","6,228,765",""
"01649","北海道 浦幌町","2008100000","2008年度","","5,576,653",""
"01649","北海道 浦幌町","2007100000","2007年度","","6,053,476",""
"01649","北海道 浦幌町","2006100000","2006年度","","6,309,167",""
"01649","北海道 浦幌町","2005100000","2005年度","","6,801,945",""
"01649","北海道 浦幌町","2004100000","2004年度","","6,807,991",""
"01649","北海道 浦幌町","2003100000","2003年度","","7,300,683",""
"01649","北海道 浦幌町","2002100000","2002年度","","7,461,498",""
"01649","北海道 浦幌町","2001100000","2001年度","","7,931,087",""
"01661","北海道 釧路町","2020100000","2020年度","","23,748,277",""
"01661","北海道 釧路町","2019100000","2019年度","","23,776,096",""
"01661","北海道 釧路町","2018100000","2018年度","","23,253,546",""
"01661","北海道 釧路町","2017100000","2017年度","","23,129,876",""
"01661","北海道 釧路町","2016100000","2016年度","","22,210,481",""
"01661","北海道 釧路町","2015100000","2015年度","","22,094,025",""
"01661","北海道 釧路町","2014100000","2014年度","","21,450,742",""
"01661","北海道 釧路町","2013100000","2013年度","","21,314,649",""
"01661","北海道 釧路町","2012100000","2012年度","","21,406,921",""
"01661","北海道 釧路町","2011100000","2011年度","","21,467,787",""
"01661","北海道 釧路町","2010100000","2010年度","","22,035,605",""
"01661","北海道 釧路町","2009100000","2009年度","","22,984,298",""
"01661","北海道 釧路町","2008100000","2008年度","","23,174,999",""
"01661","北海道 釧路町","2007100000","2007年度","","23,099,010",""
"01661","北海道 釧路町","2006100000","2006年度","","23,731,234",""
"01661","北海道 釧路町","2005100000","2005年度","","23,651,475",""
"01661","北海道 釧路町","2004100000","2004年度","","23,552,262",""
"01661","北海道 釧路町","2003100000","2003年度","","24,456,367",""
"01661","北海道 釧路町","2002100000","2002年度","","25,791,949",""
"01661","北海道 釧路町","2001100000","2001年度","","26,111,404",""
"01662","北海道 厚岸町","2020100000","2020年度","","11,682,801",""
"01662","北海道 厚岸町","2019100000","2019年度","","12,158,107",""
"01662","北海道 厚岸町","2018100000","2018年度","","11,927,497",""
"01662","北海道 厚岸町","2017100000","2017年度","","12,125,667",""
"01662","北海道 厚岸町","2016100000","2016年度","","12,065,573",""
"01662","北海道 厚岸町","2015100000","2015年度","","11,637,258",""
"01662","北海道 厚岸町","2014100000","2014年度","","11,470,532",""
"01662","北海道 厚岸町","2013100000","2013年度","","11,003,569",""
"01662","北海道 厚岸町","2012100000","2012年度","","10,876,209",""
"01662","北海道 厚岸町","2011100000","2011年度","","11,055,208",""
"01662","北海道 厚岸町","2010100000","2010年度","","11,702,077",""
"01662","北海道 厚岸町","2009100000","2009年度","","11,650,047",""
"01662","北海道 厚岸町","2008100000","2008年度","","11,605,830",""
"01662","北海道 厚岸町","2007100000","2007年度","","12,095,035",""
"01662","北海道 厚岸町","2006100000","2006年度","","12,299,005",""
"01662","北海道 厚岸町","2005100000","2005年度","","12,991,432",""
"01662","北海道 厚岸町","2004100000","2004年度","","13,181,220",""
"01662","北海道 厚岸町","2003100000","2003年度","","14,153,383",""
"01662","北海道 厚岸町","2002100000","2002年度","","14,858,778",""
"01662","北海道 厚岸町","2001100000","2001年度","","14,605,892",""
"01663","北海道 浜中町","2020100000","2020年度","","8,404,957",""
"01663","北海道 浜中町","2019100000","2019年度","","8,484,616",""
"01663","北海道 浜中町","2018100000","2018年度","","8,386,564",""
"01663","北海道 浜中町","2017100000","2017年度","","8,055,702",""
"01663","北海道 浜中町","2016100000","2016年度","","8,024,556",""
"01663","北海道 浜中町","2015100000","2015年度","","7,473,275",""
"01663","北海道 浜中町","2014100000","2014年度","","7,454,351",""
"01663","北海道 浜中町","2013100000","2013年度","","6,853,939",""
"01663","北海道 浜中町","2012100000","2012年度","","6,598,268",""
"01663","北海道 浜中町","2011100000","2011年度","","6,789,110",""
"01663","北海道 浜中町","2010100000","2010年度","","7,412,515",""
"01663","北海道 浜中町","2009100000","2009年度","","7,380,654",""
"01663","北海道 浜中町","2008100000","2008年度","","7,057,242",""
"01663","北海道 浜中町","2007100000","2007年度","","6,804,364",""
"01663","北海道 浜中町","2006100000","2006年度","","7,178,001",""
"01663","北海道 浜中町","2005100000","2005年度","","7,342,839",""
"01663","北海道 浜中町","2004100000","2004年度","","7,236,333",""
"01663","北海道 浜中町","2003100000","2003年度","","7,832,244",""
"01663","北海道 浜中町","2002100000","2002年度","","7,919,391",""
"01663","北海道 浜中町","2001100000","2001年度","","7,635,502",""
"01664","北海道 標茶町","2020100000","2020年度","","10,919,887",""
"01664","北海道 標茶町","2019100000","2019年度","","11,010,933",""
"01664","北海道 標茶町","2018100000","2018年度","","10,888,754",""
"01664","北海道 標茶町","2017100000","2017年度","","10,825,856",""
"01664","北海道 標茶町","2016100000","2016年度","","10,281,721",""
"01664","北海道 標茶町","2015100000","2015年度","","9,557,543",""
"01664","北海道 標茶町","2014100000","2014年度","","9,939,871",""
"01664","北海道 標茶町","2013100000","2013年度","","10,039,432",""
"01664","北海道 標茶町","2012100000","2012年度","","9,444,345",""
"01664","北海道 標茶町","2011100000","2011年度","","9,427,463",""
"01664","北海道 標茶町","2010100000","2010年度","","10,035,098",""
"01664","北海道 標茶町","2009100000","2009年度","","9,771,457",""
"01664","北海道 標茶町","2008100000","2008年度","","9,862,796",""
"01664","北海道 標茶町","2007100000","2007年度","","10,186,081",""
"01664","北海道 標茶町","2006100000","2006年度","","10,469,929",""
"01664","北海道 標茶町","2005100000","2005年度","","10,623,757",""
"01664","北海道 標茶町","2004100000","2004年度","","11,109,786",""
"01664","北海道 標茶町","2003100000","2003年度","","11,796,952",""
"01664","北海道 標茶町","2002100000","2002年度","","12,265,266",""
"01664","北海道 標茶町","2001100000","2001年度","","12,206,569",""
"01665","北海道 弟子屈町","2020100000","2020年度","","9,198,603",""
"01665","北海道 弟子屈町","2019100000","2019年度","","9,085,032",""
"01665","北海道 弟子屈町","2018100000","2018年度","","8,821,267",""
"01665","北海道 弟子屈町","2017100000","2017年度","","8,440,096",""
"01665","北海道 弟子屈町","2016100000","2016年度","","8,384,620",""
"01665","北海道 弟子屈町","2015100000","2015年度","","7,814,390",""
"01665","北海道 弟子屈町","2014100000","2014年度","","7,890,874",""
"01665","北海道 弟子屈町","2013100000","2013年度","","7,714,020",""
"01665","北海道 弟子屈町","2012100000","2012年度","","7,733,979",""
"01665","北海道 弟子屈町","2011100000","2011年度","","8,631,185",""
"01665","北海道 弟子屈町","2010100000","2010年度","","8,114,508",""
"01665","北海道 弟子屈町","2009100000","2009年度","","7,997,034",""
"01665","北海道 弟子屈町","2008100000","2008年度","","8,011,071",""
"01665","北海道 弟子屈町","2007100000","2007年度","","8,569,924",""
"01665","北海道 弟子屈町","2006100000","2006年度","","8,861,425",""
"01665","北海道 弟子屈町","2005100000","2005年度","","9,125,124",""
"01665","北海道 弟子屈町","2004100000","2004年度","","9,862,996",""
"01665","北海道 弟子屈町","2003100000","2003年度","","9,787,660",""
"01665","北海道 弟子屈町","2002100000","2002年度","","10,172,401",""
"01665","北海道 弟子屈町","2001100000","2001年度","","10,346,195",""
"01667","北海道 鶴居村","2020100000","2020年度","","3,644,899",""
"01667","北海道 鶴居村","2019100000","2019年度","","3,574,860",""
"01667","北海道 鶴居村","2018100000","2018年度","","3,525,446",""
"01667","北海道 鶴居村","2017100000","2017年度","","3,382,323",""
"01667","北海道 鶴居村","2016100000","2016年度","","3,090,819",""
"01667","北海道 鶴居村","2015100000","2015年度","","2,875,139",""
"01667","北海道 鶴居村","2014100000","2014年度","","2,998,224",""
"01667","北海道 鶴居村","2013100000","2013年度","","2,847,264",""
"01667","北海道 鶴居村","2012100000","2012年度","","2,825,137",""
"01667","北海道 鶴居村","2011100000","2011年度","","2,868,937",""
"01667","北海道 鶴居村","2010100000","2010年度","","2,958,756",""
"01667","北海道 鶴居村","2009100000","2009年度","","2,941,239",""
"01667","北海道 鶴居村","2008100000","2008年度","","2,995,634",""
"01667","北海道 鶴居村","2007100000","2007年度","","3,125,440",""
"01667","北海道 鶴居村","2006100000","2006年度","","3,288,556",""
"01667","北海道 鶴居村","2005100000","2005年度","","3,319,852",""
"01667","北海道 鶴居村","2004100000","2004年度","","3,522,895",""
"01667","北海道 鶴居村","2003100000","2003年度","","3,382,455",""
"01667","北海道 鶴居村","2002100000","2002年度","","3,351,529",""
