"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2022年06月21日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","C120110",""
"地域 コード","地域","調査年 コード","調査年","/項目","C120110_課税対象所得【千円】","注釈"
"02442","青森県 五戸町","1990100000","1990年度","","15,167,466",""
"02442","青森県 五戸町","1989100000","1989年度","","13,930,695",""
"02443","青森県 田子町","2000100000","2000年度","","6,795,922",""
"02443","青森県 田子町","1999100000","1999年度","","6,939,051",""
"02443","青森県 田子町","1998100000","1998年度","","7,259,921",""
"02443","青森県 田子町","1997100000","1997年度","","7,615,658",""
"02443","青森県 田子町","1996100000","1996年度","","7,522,310",""
"02443","青森県 田子町","1995100000","1995年度","","7,588,189",""
"02443","青森県 田子町","1994100000","1994年度","","6,980,258",""
"02443","青森県 田子町","1993100000","1993年度","","6,991,295",""
"02443","青森県 田子町","1992100000","1992年度","","6,363,841",""
"02443","青森県 田子町","1991100000","1991年度","","6,226,696",""
"02443","青森県 田子町","1990100000","1990年度","","5,324,137",""
"02443","青森県 田子町","1989100000","1989年度","","4,798,095",""
"02445","青森県 南部町","2000100000","2000年度","","21,043,539",""
"02445","青森県 南部町","1999100000","1999年度","","21,456,306",""
"02445","青森県 南部町","1998100000","1998年度","","21,857,175",""
"02445","青森県 南部町","1997100000","1997年度","","21,661,184",""
"02445","青森県 南部町","1996100000","1996年度","","21,146,215",""
"02445","青森県 南部町","1995100000","1995年度","","21,514,922",""
"02445","青森県 南部町","1994100000","1994年度","","19,944,669",""
"02445","青森県 南部町","1993100000","1993年度","","19,737,636",""
"02445","青森県 南部町","1992100000","1992年度","","18,414,573",""
"02445","青森県 南部町","1991100000","1991年度","","16,547,561",""
"02445","青森県 南部町","1990100000","1990年度","","15,061,459",""
"02445","青森県 南部町","1989100000","1989年度","","13,905,405",""
"02446","青森県 階上町","2000100000","2000年度","","13,525,323",""
"02446","青森県 階上町","1999100000","1999年度","","13,494,466",""
"02446","青森県 階上町","1998100000","1998年度","","14,221,784",""
"02446","青森県 階上町","1997100000","1997年度","","13,872,123",""
"02446","青森県 階上町","1996100000","1996年度","","12,608,635",""
"02446","青森県 階上町","1995100000","1995年度","","12,177,966",""
"02446","青森県 階上町","1994100000","1994年度","","12,084,707",""
"02446","青森県 階上町","1993100000","1993年度","","11,230,514",""
"02446","青森県 階上町","1992100000","1992年度","","10,186,970",""
"02446","青森県 階上町","1991100000","1991年度","","8,955,682",""
"02446","青森県 階上町","1990100000","1990年度","","8,009,794",""
"02446","青森県 階上町","1989100000","1989年度","","7,340,390",""
"02450","青森県 新郷村","2000100000","2000年度","","3,259,162",""
"02450","青森県 新郷村","1999100000","1999年度","","3,431,220",""
"02450","青森県 新郷村","1998100000","1998年度","","3,542,573",""
"02450","青森県 新郷村","1997100000","1997年度","","3,747,435",""
"02450","青森県 新郷村","1996100000","1996年度","","3,312,820",""
"02450","青森県 新郷村","1995100000","1995年度","","3,313,070",""
"02450","青森県 新郷村","1994100000","1994年度","","2,801,002",""
"02450","青森県 新郷村","1993100000","1993年度","","2,580,995",""
"02450","青森県 新郷村","1992100000","1992年度","","2,353,319",""
"02450","青森県 新郷村","1991100000","1991年度","","2,280,960",""
"02450","青森県 新郷村","1990100000","1990年度","","2,018,473",""
"02450","青森県 新郷村","1989100000","1989年度","","1,907,504",""
"03201","岩手県 盛岡市","2000100000","2000年度","","445,413,758",""
"03201","岩手県 盛岡市","1999100000","1999年度","","453,440,056",""
"03201","岩手県 盛岡市","1998100000","1998年度","","458,325,427",""
"03201","岩手県 盛岡市","1997100000","1997年度","","456,623,833",""
"03201","岩手県 盛岡市","1996100000","1996年度","","440,837,560",""
"03201","岩手県 盛岡市","1995100000","1995年度","","431,177,955",""
"03201","岩手県 盛岡市","1994100000","1994年度","","417,406,295",""
"03201","岩手県 盛岡市","1993100000","1993年度","","400,118,878",""
"03201","岩手県 盛岡市","1992100000","1992年度","","391,822,904",""
"03201","岩手県 盛岡市","1991100000","1991年度","","-",""
"03201","岩手県 盛岡市","1990100000","1990年度","","324,324,276",""
"03201","岩手県 盛岡市","1989100000","1989年度","","305,868,294",""
"03202","岩手県 宮古市","2000100000","2000年度","","68,832,425",""
"03202","岩手県 宮古市","1999100000","1999年度","","70,357,151",""
"03202","岩手県 宮古市","1998100000","1998年度","","73,349,239",""
"03202","岩手県 宮古市","1997100000","1997年度","","72,931,715",""
"03202","岩手県 宮古市","1996100000","1996年度","","71,038,154",""
"03202","岩手県 宮古市","1995100000","1995年度","","71,063,693",""
"03202","岩手県 宮古市","1994100000","1994年度","","70,152,738",""
"03202","岩手県 宮古市","1993100000","1993年度","","68,930,041",""
"03202","岩手県 宮古市","1992100000","1992年度","","66,524,974",""
"03202","岩手県 宮古市","1991100000","1991年度","","60,514,456",""
"03202","岩手県 宮古市","1990100000","1990年度","","56,907,256",""
"03202","岩手県 宮古市","1989100000","1989年度","","55,469,543",""
"03203","岩手県 大船渡市","2000100000","2000年度","","48,397,862",""
"03203","岩手県 大船渡市","1999100000","1999年度","","49,168,957",""
"03203","岩手県 大船渡市","1998100000","1998年度","","50,834,070",""
"03203","岩手県 大船渡市","1997100000","1997年度","","50,452,287",""
"03203","岩手県 大船渡市","1996100000","1996年度","","48,981,866",""
"03203","岩手県 大船渡市","1995100000","1995年度","","49,770,778",""
"03203","岩手県 大船渡市","1994100000","1994年度","","48,437,644",""
"03203","岩手県 大船渡市","1993100000","1993年度","","47,121,114",""
"03203","岩手県 大船渡市","1992100000","1992年度","","45,532,157",""
"03203","岩手県 大船渡市","1991100000","1991年度","","42,597,723",""
"03203","岩手県 大船渡市","1990100000","1990年度","","38,608,191",""
"03203","岩手県 大船渡市","1989100000","1989年度","","36,699,248",""
"03205","岩手県 花巻市","2000100000","2000年度","","122,471,126",""
"03205","岩手県 花巻市","1999100000","1999年度","","125,884,261",""
"03205","岩手県 花巻市","1998100000","1998年度","","128,151,547",""
"03205","岩手県 花巻市","1997100000","1997年度","","127,556,902",""
"03205","岩手県 花巻市","1996100000","1996年度","","123,104,040",""
"03205","岩手県 花巻市","1995100000","1995年度","","123,238,118",""
"03205","岩手県 花巻市","1994100000","1994年度","","112,982,789",""
"03205","岩手県 花巻市","1993100000","1993年度","","113,128,096",""
"03205","岩手県 花巻市","1992100000","1992年度","","105,729,640",""
"03205","岩手県 花巻市","1991100000","1991年度","","98,509,822",""
"03205","岩手県 花巻市","1990100000","1990年度","","89,639,259",""
"03205","岩手県 花巻市","1989100000","1989年度","","83,565,122",""
"03206","岩手県 北上市","2000100000","2000年度","","116,253,163",""
"03206","岩手県 北上市","1999100000","1999年度","","118,533,184",""
"03206","岩手県 北上市","1998100000","1998年度","","119,946,657",""
"03206","岩手県 北上市","1997100000","1997年度","","118,076,509",""
"03206","岩手県 北上市","1996100000","1996年度","","112,348,865",""
"03206","岩手県 北上市","1995100000","1995年度","","112,641,520",""
"03206","岩手県 北上市","1994100000","1994年度","","102,340,965",""
"03206","岩手県 北上市","1993100000","1993年度","","98,519,313",""
"03206","岩手県 北上市","1992100000","1992年度","","93,452,366",""
"03206","岩手県 北上市","1991100000","1991年度","","84,998,690",""
"03206","岩手県 北上市","1990100000","1990年度","","-",""
"03206","岩手県 北上市","1989100000","1989年度","","69,086,587",""
"03207","岩手県 久慈市","2000100000","2000年度","","42,848,076",""
"03207","岩手県 久慈市","1999100000","1999年度","","43,907,779",""
"03207","岩手県 久慈市","1998100000","1998年度","","45,592,882",""
"03207","岩手県 久慈市","1997100000","1997年度","","45,205,426",""
"03207","岩手県 久慈市","1996100000","1996年度","","44,220,516",""
"03207","岩手県 久慈市","1995100000","1995年度","","45,553,639",""
"03207","岩手県 久慈市","1994100000","1994年度","","44,900,056",""
"03207","岩手県 久慈市","1993100000","1993年度","","45,021,382",""
"03207","岩手県 久慈市","1992100000","1992年度","","43,107,939",""
"03207","岩手県 久慈市","1991100000","1991年度","","38,375,057",""
"03207","岩手県 久慈市","1990100000","1990年度","","34,076,659",""
"03207","岩手県 久慈市","1989100000","1989年度","","32,420,186",""
"03208","岩手県 遠野市","2000100000","2000年度","","30,237,894",""
"03208","岩手県 遠野市","1999100000","1999年度","","30,739,860",""
"03208","岩手県 遠野市","1998100000","1998年度","","31,546,618",""
"03208","岩手県 遠野市","1997100000","1997年度","","31,085,796",""
"03208","岩手県 遠野市","1996100000","1996年度","","30,224,730",""
"03208","岩手県 遠野市","1995100000","1995年度","","31,006,941",""
"03208","岩手県 遠野市","1994100000","1994年度","","28,838,870",""
"03208","岩手県 遠野市","1993100000","1993年度","","28,921,600",""
"03208","岩手県 遠野市","1992100000","1992年度","","26,565,983",""
"03208","岩手県 遠野市","1991100000","1991年度","","26,206,070",""
"03208","岩手県 遠野市","1990100000","1990年度","","22,387,807",""
"03208","岩手県 遠野市","1989100000","1989年度","","21,625,774",""
"03209","岩手県 一関市","2000100000","2000年度","","147,360,688",""
"03209","岩手県 一関市","1999100000","1999年度","","151,703,882",""
"03209","岩手県 一関市","1998100000","1998年度","","154,051,196",""
"03209","岩手県 一関市","1997100000","1997年度","","153,673,650",""
"03209","岩手県 一関市","1996100000","1996年度","","149,218,859",""
"03209","岩手県 一関市","1995100000","1995年度","","149,662,764",""
"03209","岩手県 一関市","1994100000","1994年度","","140,255,719",""
"03209","岩手県 一関市","1993100000","1993年度","","138,495,135",""
"03209","岩手県 一関市","1992100000","1992年度","","130,384,186",""
"03209","岩手県 一関市","1991100000","1991年度","","121,353,399",""
"03209","岩手県 一関市","1990100000","1990年度","","110,176,790",""
"03209","岩手県 一関市","1989100000","1989年度","","102,633,573",""
"03210","岩手県 陸前高田市","2000100000","2000年度","","24,607,475",""
"03210","岩手県 陸前高田市","1999100000","1999年度","","25,367,349",""
"03210","岩手県 陸前高田市","1998100000","1998年度","","25,879,660",""
"03210","岩手県 陸前高田市","1997100000","1997年度","","26,048,523",""
"03210","岩手県 陸前高田市","1996100000","1996年度","","25,270,487",""
"03210","岩手県 陸前高田市","1995100000","1995年度","","25,902,232",""
"03210","岩手県 陸前高田市","1994100000","1994年度","","25,173,734",""
"03210","岩手県 陸前高田市","1993100000","1993年度","","25,096,616",""
"03210","岩手県 陸前高田市","1992100000","1992年度","","24,661,969",""
"03210","岩手県 陸前高田市","1991100000","1991年度","","22,429,087",""
"03210","岩手県 陸前高田市","1990100000","1990年度","","19,991,065",""
"03210","岩手県 陸前高田市","1989100000","1989年度","","19,111,114",""
"03211","岩手県 釜石市","2000100000","2000年度","","49,457,295",""
"03211","岩手県 釜石市","1999100000","1999年度","","50,867,864",""
"03211","岩手県 釜石市","1998100000","1998年度","","51,685,882",""
"03211","岩手県 釜石市","1997100000","1997年度","","51,864,602",""
"03211","岩手県 釜石市","1996100000","1996年度","","51,428,853",""
"03211","岩手県 釜石市","1995100000","1995年度","","52,536,911",""
"03211","岩手県 釜石市","1994100000","1994年度","","53,427,684",""
"03211","岩手県 釜石市","1993100000","1993年度","","52,496,300",""
"03211","岩手県 釜石市","1992100000","1992年度","","50,598,413",""
"03211","岩手県 釜石市","1991100000","1991年度","","47,167,578",""
"03211","岩手県 釜石市","1990100000","1990年度","","43,422,206",""
"03211","岩手県 釜石市","1989100000","1989年度","","44,949,117",""
"03213","岩手県 二戸市","2000100000","2000年度","","34,737,510",""
"03213","岩手県 二戸市","1999100000","1999年度","","34,693,509",""
"03213","岩手県 二戸市","1998100000","1998年度","","35,200,050",""
"03213","岩手県 二戸市","1997100000","1997年度","","34,616,121",""
"03213","岩手県 二戸市","1996100000","1996年度","","34,354,332",""
"03213","岩手県 二戸市","1995100000","1995年度","","34,587,368",""
"03213","岩手県 二戸市","1994100000","1994年度","","33,258,391",""
"03213","岩手県 二戸市","1993100000","1993年度","","32,877,991",""
"03213","岩手県 二戸市","1992100000","1992年度","","30,504,776",""
"03213","岩手県 二戸市","1991100000","1991年度","","27,748,075",""
"03213","岩手県 二戸市","1990100000","1990年度","","24,549,651",""
"03213","岩手県 二戸市","1989100000","1989年度","","23,741,371",""
"03214","岩手県 八幡平市","2000100000","2000年度","","32,082,045",""
"03214","岩手県 八幡平市","1999100000","1999年度","","32,979,899",""
"03214","岩手県 八幡平市","1998100000","1998年度","","34,277,312",""
"03214","岩手県 八幡平市","1997100000","1997年度","","34,327,848",""
"03214","岩手県 八幡平市","1996100000","1996年度","","33,281,743",""
"03214","岩手県 八幡平市","1995100000","1995年度","","33,886,100",""
"03214","岩手県 八幡平市","1994100000","1994年度","","30,502,315",""
"03214","岩手県 八幡平市","1993100000","1993年度","","30,989,813",""
"03214","岩手県 八幡平市","1992100000","1992年度","","28,356,615",""
"03214","岩手県 八幡平市","1991100000","1991年度","","25,976,479",""
"03214","岩手県 八幡平市","1990100000","1990年度","","22,585,696",""
"03214","岩手県 八幡平市","1989100000","1989年度","","21,610,376",""
"03215","岩手県 奥州市","2000100000","2000年度","","145,421,848",""
"03215","岩手県 奥州市","1999100000","1999年度","","150,007,000",""
"03215","岩手県 奥州市","1998100000","1998年度","","151,609,945",""
"03215","岩手県 奥州市","1997100000","1997年度","","149,815,821",""
"03215","岩手県 奥州市","1996100000","1996年度","","143,928,148",""
"03215","岩手県 奥州市","1995100000","1995年度","","143,416,465",""
"03215","岩手県 奥州市","1994100000","1994年度","","133,524,261",""
"03215","岩手県 奥州市","1993100000","1993年度","","132,664,553",""
"03215","岩手県 奥州市","1992100000","1992年度","","123,583,156",""
"03215","岩手県 奥州市","1991100000","1991年度","","114,337,259",""
"03215","岩手県 奥州市","1990100000","1990年度","","101,690,781",""
"03215","岩手県 奥州市","1989100000","1989年度","","94,996,081",""
"03216","岩手県 滝沢市","2000100000","2000年度","","66,090,855",""
"03216","岩手県 滝沢市","1999100000","1999年度","","65,125,632",""
"03216","岩手県 滝沢市","1998100000","1998年度","","65,221,755",""
"03216","岩手県 滝沢市","1997100000","1997年度","","63,029,235",""
"03216","岩手県 滝沢市","1996100000","1996年度","","57,939,605",""
"03216","岩手県 滝沢市","1995100000","1995年度","","55,290,441",""
"03216","岩手県 滝沢市","1994100000","1994年度","","50,434,646",""
"03216","岩手県 滝沢市","1993100000","1993年度","","47,200,876",""
"03216","岩手県 滝沢市","1992100000","1992年度","","45,162,700",""
"03216","岩手県 滝沢市","1991100000","1991年度","","40,145,554",""
"03216","岩手県 滝沢市","1990100000","1990年度","","34,307,770",""
"03216","岩手県 滝沢市","1989100000","1989年度","","30,984,807",""
"03301","岩手県 雫石町","2000100000","2000年度","","20,622,392",""
"03301","岩手県 雫石町","1999100000","1999年度","","21,516,603",""
"03301","岩手県 雫石町","1998100000","1998年度","","21,608,718",""
"03301","岩手県 雫石町","1997100000","1997年度","","21,593,482",""
"03301","岩手県 雫石町","1996100000","1996年度","","20,511,173",""
"03301","岩手県 雫石町","1995100000","1995年度","","21,024,298",""
"03301","岩手県 雫石町","1994100000","1994年度","","19,231,398",""
"03301","岩手県 雫石町","1993100000","1993年度","","18,970,572",""
"03301","岩手県 雫石町","1992100000","1992年度","","17,684,775",""
"03301","岩手県 雫石町","1991100000","1991年度","","16,052,064",""
"03301","岩手県 雫石町","1990100000","1990年度","","13,192,250",""
"03301","岩手県 雫石町","1989100000","1989年度","","13,521,344",""
"03302","岩手県 葛巻町","2000100000","2000年度","","7,552,339",""
"03302","岩手県 葛巻町","1999100000","1999年度","","7,669,128",""
"03302","岩手県 葛巻町","1998100000","1998年度","","7,868,651",""
"03302","岩手県 葛巻町","1997100000","1997年度","","7,851,192",""
"03302","岩手県 葛巻町","1996100000","1996年度","","7,637,944",""
"03302","岩手県 葛巻町","1995100000","1995年度","","7,703,986",""
"03302","岩手県 葛巻町","1994100000","1994年度","","7,400,746",""
"03302","岩手県 葛巻町","1993100000","1993年度","","7,333,068",""
"03302","岩手県 葛巻町","1992100000","1992年度","","6,955,604",""
"03302","岩手県 葛巻町","1991100000","1991年度","","6,223,832",""
"03302","岩手県 葛巻町","1990100000","1990年度","","6,297,473",""
"03302","岩手県 葛巻町","1989100000","1989年度","","5,824,028",""
"03303","岩手県 岩手町","2000100000","2000年度","","16,737,843",""
"03303","岩手県 岩手町","1999100000","1999年度","","17,398,951",""
"03303","岩手県 岩手町","1998100000","1998年度","","17,510,972",""
"03303","岩手県 岩手町","1997100000","1997年度","","17,318,968",""
"03303","岩手県 岩手町","1996100000","1996年度","","17,139,039",""
"03303","岩手県 岩手町","1995100000","1995年度","","17,522,171",""
"03303","岩手県 岩手町","1994100000","1994年度","","16,975,998",""
"03303","岩手県 岩手町","1993100000","1993年度","","15,916,510",""
"03303","岩手県 岩手町","1992100000","1992年度","","15,315,654",""
"03303","岩手県 岩手町","1991100000","1991年度","","13,861,529",""
"03303","岩手県 岩手町","1990100000","1990年度","","12,392,227",""
"03303","岩手県 岩手町","1989100000","1989年度","","12,122,500",""
"03321","岩手県 紫波町","2000100000","2000年度","","37,203,128",""
"03321","岩手県 紫波町","1999100000","1999年度","","37,086,977",""
"03321","岩手県 紫波町","1998100000","1998年度","","37,738,866",""
"03321","岩手県 紫波町","1997100000","1997年度","","36,253,844",""
"03321","岩手県 紫波町","1996100000","1996年度","","34,657,952",""
"03321","岩手県 紫波町","1995100000","1995年度","","34,079,448",""
"03321","岩手県 紫波町","1994100000","1994年度","","31,937,833",""
"03321","岩手県 紫波町","1993100000","1993年度","","30,430,452",""
"03321","岩手県 紫波町","1992100000","1992年度","","29,300,173",""
"03321","岩手県 紫波町","1991100000","1991年度","","25,760,527",""
"03321","岩手県 紫波町","1990100000","1990年度","","22,413,743",""
"03321","岩手県 紫波町","1989100000","1989年度","","21,455,758",""
"03322","岩手県 矢巾町","2000100000","2000年度","","31,763,609",""
"03322","岩手県 矢巾町","1999100000","1999年度","","32,299,494",""
"03322","岩手県 矢巾町","1998100000","1998年度","","31,923,712",""
"03322","岩手県 矢巾町","1997100000","1997年度","","34,293,592",""
"03322","岩手県 矢巾町","1996100000","1996年度","","28,857,976",""
"03322","岩手県 矢巾町","1995100000","1995年度","","25,872,692",""
"03322","岩手県 矢巾町","1994100000","1994年度","","24,963,039",""
"03322","岩手県 矢巾町","1993100000","1993年度","","22,299,405",""
"03322","岩手県 矢巾町","1992100000","1992年度","","21,722,860",""
"03322","岩手県 矢巾町","1991100000","1991年度","","19,364,305",""
"03322","岩手県 矢巾町","1990100000","1990年度","","16,334,280",""
"03322","岩手県 矢巾町","1989100000","1989年度","","15,926,836",""
"03366","岩手県 西和賀町","2000100000","2000年度","","7,403,616",""
"03366","岩手県 西和賀町","1999100000","1999年度","","7,674,224",""
"03366","岩手県 西和賀町","1998100000","1998年度","","7,682,701",""
"03366","岩手県 西和賀町","1997100000","1997年度","","7,784,421",""
"03366","岩手県 西和賀町","1996100000","1996年度","","7,670,760",""
"03366","岩手県 西和賀町","1995100000","1995年度","","8,238,571",""
"03366","岩手県 西和賀町","1994100000","1994年度","","7,367,788",""
"03366","岩手県 西和賀町","1993100000","1993年度","","7,440,016",""
"03366","岩手県 西和賀町","1992100000","1992年度","","6,538,779",""
"03366","岩手県 西和賀町","1991100000","1991年度","","6,224,510",""
"03366","岩手県 西和賀町","1990100000","1990年度","","5,405,459",""
"03366","岩手県 西和賀町","1989100000","1989年度","","5,309,192",""
"03381","岩手県 金ケ崎町","2000100000","2000年度","","17,235,804",""
"03381","岩手県 金ケ崎町","1999100000","1999年度","","17,525,608",""
"03381","岩手県 金ケ崎町","1998100000","1998年度","","18,191,012",""
"03381","岩手県 金ケ崎町","1997100000","1997年度","","17,615,172",""
"03381","岩手県 金ケ崎町","1996100000","1996年度","","16,402,391",""
"03381","岩手県 金ケ崎町","1995100000","1995年度","","17,175,668",""
"03381","岩手県 金ケ崎町","1994100000","1994年度","","15,617,973",""
"03381","岩手県 金ケ崎町","1993100000","1993年度","","15,013,409",""
"03381","岩手県 金ケ崎町","1992100000","1992年度","","13,605,529",""
"03381","岩手県 金ケ崎町","1991100000","1991年度","","12,329,081",""
"03381","岩手県 金ケ崎町","1990100000","1990年度","","11,002,843",""
"03381","岩手県 金ケ崎町","1989100000","1989年度","","10,346,173",""
"03402","岩手県 平泉町","2000100000","2000年度","","9,190,322",""
"03402","岩手県 平泉町","1999100000","1999年度","","9,327,979",""
"03402","岩手県 平泉町","1998100000","1998年度","","9,839,748",""
"03402","岩手県 平泉町","1997100000","1997年度","","9,589,665",""
"03402","岩手県 平泉町","1996100000","1996年度","","9,291,500",""
"03402","岩手県 平泉町","1995100000","1995年度","","9,618,341",""
"03402","岩手県 平泉町","1994100000","1994年度","","8,676,390",""
"03402","岩手県 平泉町","1993100000","1993年度","","8,984,899",""
"03402","岩手県 平泉町","1992100000","1992年度","","8,474,242",""
"03402","岩手県 平泉町","1991100000","1991年度","","8,056,683",""
"03402","岩手県 平泉町","1990100000","1990年度","","7,056,794",""
"03402","岩手県 平泉町","1989100000","1989年度","","6,277,646",""
"03441","岩手県 住田町","2000100000","2000年度","","5,823,392",""
"03441","岩手県 住田町","1999100000","1999年度","","6,122,268",""
"03441","岩手県 住田町","1998100000","1998年度","","6,294,189",""
"03441","岩手県 住田町","1997100000","1997年度","","6,364,082",""
"03441","岩手県 住田町","1996100000","1996年度","","6,245,729",""
"03441","岩手県 住田町","1995100000","1995年度","","6,331,482",""
"03441","岩手県 住田町","1994100000","1994年度","","6,088,787",""
"03441","岩手県 住田町","1993100000","1993年度","","6,075,563",""
"03441","岩手県 住田町","1992100000","1992年度","","5,684,720",""
"03441","岩手県 住田町","1991100000","1991年度","","5,355,003",""
"03441","岩手県 住田町","1990100000","1990年度","","4,867,994",""
"03441","岩手県 住田町","1989100000","1989年度","","4,754,693",""
"03461","岩手県 大槌町","2000100000","2000年度","","15,593,457",""
"03461","岩手県 大槌町","1999100000","1999年度","","16,025,795",""
"03461","岩手県 大槌町","1998100000","1998年度","","16,387,831",""
"03461","岩手県 大槌町","1997100000","1997年度","","16,314,256",""
"03461","岩手県 大槌町","1996100000","1996年度","","16,073,970",""
"03461","岩手県 大槌町","1995100000","1995年度","","15,952,889",""
"03461","岩手県 大槌町","1994100000","1994年度","","15,667,983",""
"03461","岩手県 大槌町","1993100000","1993年度","","15,617,940",""
"03461","岩手県 大槌町","1992100000","1992年度","","14,832,054",""
"03461","岩手県 大槌町","1991100000","1991年度","","13,969,346",""
"03461","岩手県 大槌町","1990100000","1990年度","","12,727,228",""
"03461","岩手県 大槌町","1989100000","1989年度","","12,842,157",""
"03482","岩手県 山田町","2000100000","2000年度","","18,437,917",""
"03482","岩手県 山田町","1999100000","1999年度","","19,058,305",""
"03482","岩手県 山田町","1998100000","1998年度","","19,588,910",""
"03482","岩手県 山田町","1997100000","1997年度","","19,437,561",""
"03482","岩手県 山田町","1996100000","1996年度","","19,007,770",""
"03482","岩手県 山田町","1995100000","1995年度","","19,405,924",""
"03482","岩手県 山田町","1994100000","1994年度","","19,257,003",""
"03482","岩手県 山田町","1993100000","1993年度","","18,933,588",""
"03482","岩手県 山田町","1992100000","1992年度","","17,617,190",""
"03482","岩手県 山田町","1991100000","1991年度","","16,254,692",""
"03482","岩手県 山田町","1990100000","1990年度","","14,331,847",""
"03482","岩手県 山田町","1989100000","1989年度","","14,963,793",""
"03483","岩手県 岩泉町","2000100000","2000年度","","10,594,770",""
"03483","岩手県 岩泉町","1999100000","1999年度","","10,887,598",""
"03483","岩手県 岩泉町","1998100000","1998年度","","11,290,609",""
"03483","岩手県 岩泉町","1997100000","1997年度","","11,313,563",""
"03483","岩手県 岩泉町","1996100000","1996年度","","11,416,585",""
"03483","岩手県 岩泉町","1995100000","1995年度","","11,371,968",""
"03483","岩手県 岩泉町","1994100000","1994年度","","11,084,511",""
"03483","岩手県 岩泉町","1993100000","1993年度","","10,945,728",""
"03483","岩手県 岩泉町","1992100000","1992年度","","10,259,832",""
"03483","岩手県 岩泉町","1991100000","1991年度","","9,317,535",""
"03483","岩手県 岩泉町","1990100000","1990年度","","8,682,192",""
"03483","岩手県 岩泉町","1989100000","1989年度","","8,554,720",""
"03484","岩手県 田野畑村","2000100000","2000年度","","3,822,993",""
"03484","岩手県 田野畑村","1999100000","1999年度","","3,997,738",""
"03484","岩手県 田野畑村","1998100000","1998年度","","4,013,420",""
"03484","岩手県 田野畑村","1997100000","1997年度","","3,962,550",""
"03484","岩手県 田野畑村","1996100000","1996年度","","3,756,346",""
"03484","岩手県 田野畑村","1995100000","1995年度","","3,861,234",""
"03484","岩手県 田野畑村","1994100000","1994年度","","3,877,900",""
"03484","岩手県 田野畑村","1993100000","1993年度","","3,812,406",""
"03484","岩手県 田野畑村","1992100000","1992年度","","3,507,846",""
"03484","岩手県 田野畑村","1991100000","1991年度","","3,345,717",""
"03484","岩手県 田野畑村","1990100000","1990年度","","3,023,822",""
"03484","岩手県 田野畑村","1989100000","1989年度","","3,196,211",""
"03485","岩手県 普代村","2000100000","2000年度","","2,989,745",""
"03485","岩手県 普代村","1999100000","1999年度","","3,104,960",""
"03485","岩手県 普代村","1998100000","1998年度","","3,263,198",""
"03485","岩手県 普代村","1997100000","1997年度","","3,171,794",""
"03485","岩手県 普代村","1996100000","1996年度","","2,981,247",""
"03485","岩手県 普代村","1995100000","1995年度","","3,140,935",""
"03485","岩手県 普代村","1994100000","1994年度","","3,067,087",""
"03485","岩手県 普代村","1993100000","1993年度","","3,297,933",""
"03485","岩手県 普代村","1992100000","1992年度","","3,038,893",""
"03485","岩手県 普代村","1991100000","1991年度","","2,799,970",""
"03485","岩手県 普代村","1990100000","1990年度","","2,888,688",""
"03485","岩手県 普代村","1989100000","1989年度","","2,741,255",""
"03501","岩手県 軽米町","2000100000","2000年度","","9,751,901",""
"03501","岩手県 軽米町","1999100000","1999年度","","9,845,627",""
"03501","岩手県 軽米町","1998100000","1998年度","","10,235,110",""
"03501","岩手県 軽米町","1997100000","1997年度","","10,154,300",""
"03501","岩手県 軽米町","1996100000","1996年度","","10,060,100",""
"03501","岩手県 軽米町","1995100000","1995年度","","10,378,530",""
"03501","岩手県 軽米町","1994100000","1994年度","","9,944,226",""
"03501","岩手県 軽米町","1993100000","1993年度","","10,233,389",""
"03501","岩手県 軽米町","1992100000","1992年度","","9,416,648",""
"03501","岩手県 軽米町","1991100000","1991年度","","8,675,240",""
"03501","岩手県 軽米町","1990100000","1990年度","","7,568,297",""
"03501","岩手県 軽米町","1989100000","1989年度","","6,612,213",""
"03503","岩手県 野田村","2000100000","2000年度","","4,691,112",""
"03503","岩手県 野田村","1999100000","1999年度","","5,016,718",""
"03503","岩手県 野田村","1998100000","1998年度","","5,112,234",""
"03503","岩手県 野田村","1997100000","1997年度","","5,012,594",""
"03503","岩手県 野田村","1996100000","1996年度","","5,088,037",""
"03503","岩手県 野田村","1995100000","1995年度","","5,245,985",""
"03503","岩手県 野田村","1994100000","1994年度","","5,213,629",""
"03503","岩手県 野田村","1993100000","1993年度","","5,381,276",""
"03503","岩手県 野田村","1992100000","1992年度","","4,875,795",""
"03503","岩手県 野田村","1991100000","1991年度","","4,370,556",""
"03503","岩手県 野田村","1990100000","1990年度","","4,024,479",""
"03503","岩手県 野田村","1989100000","1989年度","","3,984,016",""
"03506","岩手県 九戸村","2000100000","2000年度","","6,136,642",""
"03506","岩手県 九戸村","1999100000","1999年度","","6,401,444",""
"03506","岩手県 九戸村","1998100000","1998年度","","6,755,625",""
"03506","岩手県 九戸村","1997100000","1997年度","","6,425,067",""
"03506","岩手県 九戸村","1996100000","1996年度","","6,477,237",""
"03506","岩手県 九戸村","1995100000","1995年度","","6,636,948",""
"03506","岩手県 九戸村","1994100000","1994年度","","6,396,946",""
"03506","岩手県 九戸村","1993100000","1993年度","","6,353,504",""
"03506","岩手県 九戸村","1992100000","1992年度","","5,794,257",""
